seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Bacteria_NZ_CP060008_905_length_1182_cov_1.829636||full	0.687	0.887	0.887	ssDNA	1178	0	33.300	0.000
Bacteria_NZ_CP060008_908_length_1176_cov_1.912578||full	0.500	0.600	0.600	ssDNA	1174	0	33.300	0.000
Bacteria_NZ_CP060008_1013_length_1075_cov_2.640196||full	0.507	0.860	0.860	ssDNA	954	0	50.000	0.000
Bacteria_NZ_CP060008_1055_length_1046_cov_1.761857||full	0.660	0.353	0.660	dsDNAphage	1027	0	50.000	0.000
Bacteria_NZ_CP060009_165_length_4059_cov_2.698052||full	0.873	0.660	0.873	dsDNAphage	3833	0	100.000	0.000
Bacteria_NZ_CP060009_168_length_4010_cov_2.423262||full	0.700	0.073	0.700	dsDNAphage	4006	0	33.300	0.000
Bacteria_NZ_CP060009_212_length_3698_cov_3.086742||full	0.587	0.140	0.587	dsDNAphage	3698	0	16.700	0.000
Bacteria_NZ_CP060009_236_length_3540_cov_2.193974||full	0.527	0.060	0.527	dsDNAphage	3537	0	66.700	16.700
Bacteria_NZ_CP060009_288_length_3224_cov_2.908804||full	0.647	0.500	0.647	dsDNAphage	3140	0	50.000	0.000
Bacteria_NZ_CP060009_355_length_2957_cov_2.644039||full	0.900	0.693	0.900	dsDNAphage	2167	0	100.000	0.000
Bacteria_NZ_CP060009_449_length_2644_cov_2.502124||full	0.533	0.020	0.533	dsDNAphage	2644	0	20.000	0.000
Bacteria_NZ_CP060009_496_length_2515_cov_2.016260||full	0.573	0.620	0.620	ssDNA	2365	0	66.700	0.000
Bacteria_NZ_CP060009_543_length_2355_cov_2.576957||full	0.607	0.307	0.607	dsDNAphage	2354	0	33.300	0.000
Bacteria_NZ_CP060009_563_length_2308_cov_2.778518||full	0.533	0.067	0.533	dsDNAphage	2308	0	50.000	0.000
Bacteria_NZ_CP060009_589_length_2226_cov_2.015200||full	0.440	0.927	0.927	ssDNA	1857	0	33.300	0.000
Bacteria_NZ_CP060009_595_length_2210_cov_2.442227||full	0.727	0.920	0.920	ssDNA	2208	0	66.700	0.000
Bacteria_NZ_CP060009_899_length_1603_cov_3.012920||full	0.533	0.867	0.867	ssDNA	1517	0	50.000	0.000
Bacteria_NZ_CP060009_1008_length_1450_cov_2.318996||full	0.793	0.873	0.873	ssDNA	1334	0	100.000	0.000
Bacteria_NZ_CP060009_1066_length_1330_cov_4.123922||full	0.740	0.240	0.740	dsDNAphage	1314	0	33.300	0.000
Bacteria_NZ_CP060009_1162_length_1189_cov_1.738977||full	0.447	0.547	0.547	ssDNA	1188	0	25.000	0.000
Bacteria_NZ_CP060009_1319_length_1012_cov_1.135841||full	0.527	0.133	0.527	dsDNAphage	1011	0	33.300	0.000
Bacteria_NZ_CP060137_57_length_9176_cov_3.580638||full	0.887	0.000	0.887	dsDNAphage	9173	1	36.400	18.200
Prophage_NZ_CP060137_58_length_9089_cov_3.225149||full	1.000	0.193	1.000	dsDNAphage	9087	4	76.500	0.000
Prophage_NZ_CP060137_77_length_8285_cov_3.777278||full	0.553	0.027	0.553	dsDNAphage	8278	0	30.800	7.700
Bacteria_NZ_CP060137_79_length_8232_cov_3.891036||full	0.680	0.000	0.680	dsDNAphage	8230	1	28.600	21.400
Prophage_NZ_CP060137_187_length_5611_cov_3.167027||full	0.760	0.547	0.760	dsDNAphage	4861	0	16.700	0.000
Bacteria_NZ_CP060137_367_length_3549_cov_4.337149||full	0.580	0.053	0.580	dsDNAphage	3548	0	20.000	0.000
Bacteria_NZ_CP060137_375_length_3456_cov_2.549250||full	0.813	0.627	0.813	dsDNAphage	2924	0	25.000	0.000
Prophage_NZ_CP060137_379_length_3442_cov_3.625332||full	1.000	0.940	1.000	dsDNAphage	3441	4	100.000	0.000
Prophage_NZ_CP060137_431_length_3080_cov_2.933554||full	0.853	0.087	0.853	dsDNAphage	2996	0	57.100	14.300
Prophage_NZ_CP060137_503_length_2553_cov_3.148919||full	0.893	0.240	0.893	dsDNAphage	2445	0	40.000	0.000
Bacteria_NZ_CP060137_533_length_2401_cov_2.408355||full	0.753	0.993	0.993	ssDNA	2398	0	50.000	0.000
Bacteria_NZ_CP060137_550_length_2256_cov_2.195366||full	0.853	0.987	0.987	ssDNA	1418	0	66.700	0.000
Bacteria_NZ_CP060137_555_length_2213_cov_3.264597||full	0.800	0.920	0.920	ssDNA	2212	0	25.000	0.000
Bacteria_NZ_CP060137_580_length_2044_cov_2.637004||full	0.927	1.000	1.000	ssDNA	2044	0	66.700	0.000
Bacteria_NZ_CP060137_598_length_1982_cov_3.337831||full	0.440	0.833	0.833	ssDNA	1858	0	50.000	0.000
Bacteria_NZ_CP060137_618_length_1901_cov_3.630553||full	0.733	0.987	0.987	ssDNA	1698	0	66.700	0.000
Bacteria_NZ_CP060137_654_length_1698_cov_2.877663||full	0.813	0.907	0.907	ssDNA	1122	0	33.300	0.000
Bacteria_NZ_CP060137_692_length_1492_cov_3.060543||full	0.740	0.873	0.873	ssDNA	867	0	50.000	0.000
Bacteria_NZ_CP060137_702_length_1457_cov_14.694722||full	0.580	0.947	0.947	ssDNA	1256	0	50.000	0.000
Bacteria_NZ_CP060137_705_length_1438_cov_2.796095||full	0.567	0.153	0.567	dsDNAphage	1431	0	50.000	0.000
Bacteria_NZ_CP060137_718_length_1367_cov_3.632622||full	0.800	0.980	0.980	ssDNA	872	0	50.000	0.000
Bacteria_NZ_CP060137_742_length_1248_cov_2.356245||full	0.280	0.927	0.927	ssDNA	1144	0	50.000	0.000
Bacteria_NZ_CP060137_784_length_1090_cov_2.854106||full	0.627	0.993	0.993	ssDNA	1061	0	50.000	0.000
Bacteria_NZ_CP060137_808_length_1023_cov_2.612603||full	0.253	0.900	0.900	ssDNA	984	0	50.000	0.000
Bacteria_NZ_CP060191_4_length_4848_cov_2.569998||full	0.607	0.007	0.607	dsDNAphage	4763	1	20.000	0.000
Bacteria_NZ_CP060191_25_length_3578_cov_1.723247||full	0.627	0.127	0.627	dsDNAphage	3577	0	40.000	0.000
Prophage_NZ_CP060191_35_length_3455_cov_2.284118||full	1.000	0.847	1.000	dsDNAphage	3452	3	100.000	0.000
Bacteria_NZ_CP060191_55_length_3159_cov_1.718106||full	0.507	0.040	0.507	dsDNAphage	3035	0	28.600	14.300
Bacteria_NZ_CP060191_67_length_3012_cov_2.090294||full	0.520	0.127	0.520	dsDNAphage	3011	0	66.700	33.300
Prophage_NZ_CP060191_99_length_2814_cov_2.354476||full	0.973	0.993	0.993	ssDNA	2790	0	60.000	0.000
Bacteria_NZ_CP060191_106_length_2752_cov_1.905451||full	0.627	0.860	0.860	ssDNA	2749	0	20.000	0.000
Bacteria_NZ_CP060191_131_length_2590_cov_1.893491||full	0.660	0.373	0.660	dsDNAphage	2559	0	66.700	0.000
Bacteria_NZ_CP060191_156_length_2457_cov_2.265196||full	0.967	0.927	0.967	dsDNAphage	2456	0	66.700	0.000
Bacteria_NZ_CP060191_163_length_2427_cov_2.548904||full	0.980	0.907	0.980	dsDNAphage	2207	2	66.700	0.000
Bacteria_NZ_CP060191_174_length_2367_cov_2.672578||full	0.887	0.087	0.887	dsDNAphage	2365	2	66.700	33.300
Bacteria_NZ_CP060191_234_length_2125_cov_2.925604||full	0.987	1.000	1.000	ssDNA	2122	0	50.000	0.000
Bacteria_NZ_CP060191_236_length_2124_cov_1.623973||full	0.687	0.940	0.940	ssDNA	2123	0	66.700	0.000
Bacteria_NZ_CP060191_237_length_2123_cov_2.528046||full	0.707	0.700	0.707	dsDNAphage	2000	0	50.000	0.000
Bacteria_NZ_CP060191_266_length_1980_cov_2.745974||full	0.673	0.840	0.840	ssDNA	1978	0	66.700	0.000
Bacteria_NZ_CP060191_289_length_1907_cov_3.075054||full	0.867	0.040	0.867	dsDNAphage	1810	1	33.300	0.000
Prophage_NZ_CP060191_309_length_1859_cov_2.004989||full	0.887	0.073	0.887	dsDNAphage	1858	1	33.300	0.000
Bacteria_NZ_CP060191_313_length_1852_cov_2.366166||full	0.733	0.067	0.733	dsDNAphage	1850	0	25.000	0.000
Bacteria_NZ_CP060191_323_length_1822_cov_1.528014||full	0.753	0.980	0.980	ssDNA	1616	0	66.700	0.000
Prophage_NZ_CP060191_342_length_1769_cov_2.245041||full	0.900	1.000	1.000	ssDNA	1769	0	50.000	0.000
Bacteria_NZ_CP060191_348_length_1762_cov_2.521383||full	0.840	0.980	0.980	ssDNA	817	0	50.000	0.000
Bacteria_NZ_CP060191_408_length_1630_cov_1.517460||full	0.973	0.127	0.973	dsDNAphage	1604	2	50.000	25.000
Prophage_NZ_CP060191_439_length_1574_cov_2.478604||full	0.727	0.053	0.727	dsDNAphage	1571	0	25.000	0.000
Bacteria_NZ_CP060191_442_length_1567_cov_2.110450||full	0.620	0.987	0.987	ssDNA	1480	0	50.000	0.000
Prophage_NZ_CP060191_498_length_1461_cov_1.852063||full	0.813	0.927	0.927	ssDNA	1399	0	33.300	0.000
Prophage_NZ_CP060191_600_length_1285_cov_2.353659||full	0.313	0.993	0.993	ssDNA	1108	0	50.000	0.000
Prophage_NZ_CP060191_763_length_1055_cov_1.251000||full	0.840	0.967	0.967	ssDNA	861	0	33.300	0.000
Prophage_NZ_CP060191_764_length_1054_cov_2.081081||full	0.973	0.927	0.973	dsDNAphage	988	1	33.300	0.000
Bacteria_NZ_CP060193_20_length_1746_cov_1.458900||full	0.733	0.973	0.973	ssDNA	1116	0	50.000	0.000
Bacteria_NZ_CP060193_40_length_1523_cov_1.846049||full	0.607	0.167	0.607	dsDNAphage	1520	0	33.300	0.000
Bacteria_NZ_CP060193_58_length_1319_cov_1.295095||full	0.660	0.907	0.907	ssDNA	1166	0	33.300	0.000
Bacteria_NZ_CP060193_86_length_1178_cov_1.033838||full	0.713	0.973	0.973	ssDNA	1176	0	33.300	0.000
Bacteria_NZ_CP060193_91_length_1162_cov_1.265583||full	0.620	0.987	0.987	ssDNA	1159	0	33.300	0.000
Bacteria_NZ_CP060193_116_length_1089_cov_1.481625||full	0.613	0.947	0.947	ssDNA	1087	0	25.000	0.000
Bacteria_NZ_CP060193_119_length_1081_cov_1.050682||full	0.733	0.980	0.980	ssDNA	897	0	50.000	0.000
Bacteria_NZ_CP060414_33_length_9100_cov_3.178994||full	0.940	0.020	0.940	dsDNAphage	9097	3	35.300	41.200
Prophage_NZ_CP060414_42_length_8578_cov_3.286988||full	1.000	0.147	1.000	dsDNAphage	8419	2	44.400	0.000
Bacteria_NZ_CP060414_45_length_8524_cov_5.786161||full	1.000	0.100	1.000	dsDNAphage	8470	5	78.600	7.100
Bacteria_NZ_CP060414_46_length_8511_cov_4.078288||full	0.913	0.000	0.913	dsDNAphage	8510	3	20.000	20.000
Bacteria_NZ_CP060414_109_length_5984_cov_3.828639||full	0.940	0.027	0.940	dsDNAphage	5981	1	30.000	20.000
Prophage_NZ_CP060414_111_length_5935_cov_3.390986||full	0.607	0.060	0.607	dsDNAphage	5735	0	50.000	16.700
Bacteria_NZ_CP060414_126_length_5537_cov_2.731667||full	0.987	0.267	0.987	dsDNAphage	5535	1	28.600	0.000
Bacteria_NZ_CP060414_133_length_5302_cov_4.157804||full	0.800	0.333	0.800	dsDNAphage	5040	0	40.000	0.000
Bacteria_NZ_CP060414_148_length_4946_cov_3.913924||full	0.613	0.047	0.613	dsDNAphage	4796	0	40.000	0.000
Bacteria_NZ_CP060414_150_length_4869_cov_3.097216||full	0.973	0.047	0.973	dsDNAphage	4868	2	66.700	16.700
Bacteria_NZ_CP060414_152_length_4837_cov_8.876412||full	0.813	0.147	0.813	dsDNAphage	4834	0	33.300	0.000
Prophage_NZ_CP060414_153_length_4836_cov_3.641707||full	1.000	0.480	1.000	dsDNAphage	4832	4	80.000	0.000
Prophage_NZ_CP060414_156_length_4792_cov_2.957779||full	0.793	0.047	0.793	dsDNAphage	4558	0	30.000	0.000
Bacteria_NZ_CP060414_171_length_4528_cov_4.651241||full	0.993	0.453	0.993	dsDNAphage	4525	1	40.000	0.000
Bacteria_NZ_CP060414_177_length_4444_cov_3.547277||full	0.960	0.053	0.960	dsDNAphage	4441	3	66.700	16.700
Bacteria_NZ_CP060414_212_length_4000_cov_3.610900||full	1.000	0.960	1.000	dsDNAphage	3940	3	100.000	0.000
Bacteria_NZ_CP060414_215_length_3958_cov_2.802460||full	1.000	0.787	1.000	dsDNAphage	3956	3	83.300	0.000
Prophage_NZ_CP060414_221_length_3845_cov_4.103166||full	0.887	0.073	0.887	dsDNAphage	3845	1	25.000	0.000
Bacteria_NZ_CP060414_225_length_3779_cov_3.437970||full	0.993	0.547	0.993	dsDNAphage	3777	1	60.000	0.000
Bacteria_NZ_CP060414_233_length_3713_cov_2.811919||full	0.627	0.093	0.627	dsDNAphage	3712	0	33.300	0.000
Bacteria_NZ_CP060414_238_length_3626_cov_6.122375||full	0.747	0.793	0.793	ssDNA	3624	0	42.900	0.000
Bacteria_NZ_CP060414_251_length_3494_cov_3.112823||full	0.673	0.107	0.673	dsDNAphage	3494	0	33.300	11.100
Bacteria_NZ_CP060414_266_length_3347_cov_3.891555||full	0.987	0.807	0.987	dsDNAphage	3335	0	71.400	0.000
Bacteria_NZ_CP060414_273_length_3303_cov_3.604988||full	0.933	0.213	0.933	dsDNAphage	3011	0	57.100	14.300
Bacteria_NZ_CP060414_277_length_3266_cov_2.682965||full	0.667	0.447	0.667	dsDNAphage	3264	0	25.000	0.000
Bacteria_NZ_CP060414_301_length_3101_cov_5.432042||full	0.660	0.913	0.913	ssDNA	3050	0	40.000	0.000
Bacteria_NZ_CP060414_314_length_2993_cov_4.400613||full	0.987	0.867	0.987	dsDNAphage	2983	0	44.400	0.000
Bacteria_NZ_CP060414_315_length_2993_cov_2.860449||full	0.953	0.793	0.953	dsDNAphage	2931	0	42.900	0.000
Bacteria_NZ_CP060414_319_length_2946_cov_3.200969||full	0.980	0.813	0.980	dsDNAphage	2534	0	55.600	0.000
Bacteria_NZ_CP060414_323_length_2905_cov_5.871579||full	0.940	0.987	0.987	ssDNA	2510	0	60.000	0.000
Bacteria_NZ_CP060414_328_length_2841_cov_3.709620||full	0.987	0.047	0.987	dsDNAphage	2840	2	75.000	25.000
Prophage_NZ_CP060414_335_length_2797_cov_3.766594||full	0.927	0.113	0.927	dsDNAphage	2620	2	37.500	25.000
Bacteria_NZ_CP060414_336_length_2794_cov_3.480102||full	0.707	0.700	0.707	dsDNAphage	2792	0	25.000	0.000
Bacteria_NZ_CP060414_349_length_2698_cov_3.181612||full	0.987	0.973	0.987	dsDNAphage	2695	3	66.700	0.000
Bacteria_NZ_CP060414_352_length_2689_cov_3.513667||full	0.960	0.980	0.980	ssDNA	2524	0	80.000	0.000
Bacteria_NZ_CP060414_358_length_2656_cov_6.630527||full	0.487	1.000	1.000	ssDNA	1483	0	50.000	0.000
Bacteria_NZ_CP060414_382_length_2430_cov_2.233263||full	0.407	0.867	0.867	ssDNA	2426	0	50.000	0.000
Bacteria_NZ_CP060414_383_length_2429_cov_3.957035||full	0.940	0.100	0.940	dsDNAphage	2429	0	16.700	0.000
Bacteria_NZ_CP060414_387_length_2411_cov_3.224958||full	0.627	0.893	0.893	ssDNA	2041	0	33.300	0.000
Bacteria_NZ_CP060414_395_length_2351_cov_4.037892||full	0.513	0.900	0.900	ssDNA	2067	0	25.000	0.000
Bacteria_NZ_CP060414_402_length_2283_cov_3.067774||full	0.880	0.853	0.880	dsDNAphage	1848	1	25.000	0.000
Bacteria_NZ_CP060414_411_length_2221_cov_2.945522||full	0.880	0.113	0.880	dsDNAphage	2219	1	25.000	0.000
Bacteria_NZ_CP060414_413_length_2218_cov_3.518724||full	0.980	0.993	0.993	ssDNA	2104	0	60.000	0.000
Bacteria_NZ_CP060414_428_length_2129_cov_10.116683||full	0.960	0.973	0.973	ssDNA	1733	0	75.000	0.000
Bacteria_NZ_CP060414_438_length_2065_cov_2.406468||full	0.687	0.073	0.687	dsDNAphage	1858	0	50.000	25.000
Bacteria_NZ_CP060414_461_length_1909_cov_2.730313||full	0.620	0.987	0.987	ssDNA	1832	0	33.300	0.000
Bacteria_NZ_CP060414_471_length_1859_cov_2.855876||full	0.747	0.993	0.993	ssDNA	1221	0	100.000	0.000
Bacteria_NZ_CP060414_486_length_1793_cov_22.425201||full	0.760	0.927	0.927	ssDNA	1710	0	33.300	0.000
Prophage_NZ_CP060414_499_length_1733_cov_58.341478||full	0.633	0.093	0.633	dsDNAphage	1672	0	50.000	25.000
Bacteria_NZ_CP060414_509_length_1675_cov_3.245062||full	0.213	0.993	0.993	ssDNA	1151	0	50.000	0.000
Bacteria_NZ_CP060414_510_length_1674_cov_3.173564||full	0.667	1.000	1.000	ssDNA	1441	0	33.300	0.000
Bacteria_NZ_CP060414_524_length_1557_cov_1.855526||full	0.500	0.240	0.500	dsDNAphage	1553	0	50.000	0.000
Bacteria_NZ_CP060414_536_length_1485_cov_1.797902||full	0.673	0.207	0.673	dsDNAphage	1483	0	25.000	0.000
Bacteria_NZ_CP060414_539_length_1465_cov_1.785106||full	0.707	0.653	0.707	dsDNAphage	1317	0	25.000	0.000
Bacteria_NZ_CP060414_544_length_1448_cov_1.986360||full	0.920	1.000	1.000	ssDNA	1391	0	33.300	0.000
Bacteria_NZ_CP060414_551_length_1372_cov_3.591496||full	0.513	0.967	0.967	ssDNA	601	0	50.000	0.000
Prophage_NZ_CP060414_559_length_1329_cov_4.146782||full	0.887	0.980	0.980	ssDNA	1326	0	25.000	0.000
Bacteria_NZ_CP060414_577_length_1256_cov_2.973356||full	0.967	0.993	0.993	ssDNA	1224	0	100.000	0.000
Bacteria_NZ_CP060414_583_length_1236_cov_1.952583||full	0.767	1.000	1.000	ssDNA	584	0	50.000	0.000
Bacteria_NZ_CP060414_588_length_1201_cov_2.969459||full	0.787	0.960	0.960	ssDNA	1159	0	33.300	0.000
Bacteria_NZ_CP060414_622_length_1029_cov_3.157084||full	0.673	0.927	0.927	ssDNA	865	0	50.000	0.000
Prophage_NZ_CP060414_624_length_1012_cov_2.422153||full	1.000	0.913	1.000	dsDNAphage	1008	2	100.000	0.000
Bacteria_NZ_CP060414_626_length_1002_cov_1.254488||full	0.507	0.607	0.607	ssDNA	929	0	25.000	0.000
Bacteria_NZ_CP060713_156_length_6164_cov_3.845474||full	0.653	0.107	0.653	dsDNAphage	6120	0	16.700	0.000
Bacteria_NZ_CP060713_486_length_3108_cov_2.658696||full	0.860	0.367	0.860	dsDNAphage	2924	0	100.000	0.000
Bacteria_NZ_CP060713_507_length_3004_cov_3.506952||full	0.513	0.020	0.513	dsDNAphage	3001	0	20.000	0.000
Bacteria_NZ_CP060713_514_length_2978_cov_3.296271||full	0.693	0.233	0.693	dsDNAphage	2977	0	33.300	0.000
Bacteria_NZ_CP060713_527_length_2885_cov_3.662191||full	0.660	0.260	0.660	dsDNAphage	2817	0	33.300	0.000
Bacteria_NZ_CP060713_714_length_2137_cov_2.841018||full	0.527	0.033	0.527	dsDNAphage	2133	0	25.000	0.000
Bacteria_NZ_CP060713_729_length_2079_cov_4.344862||full	0.520	0.247	0.520	dsDNAphage	2039	0	50.000	0.000
Bacteria_NZ_CP060713_758_length_1886_cov_3.129984||full	0.593	0.213	0.593	dsDNAphage	1885	0	33.300	0.000
Bacteria_NZ_CP060713_762_length_1870_cov_2.456749||full	0.820	0.127	0.820	dsDNAphage	1869	0	50.000	0.000
Bacteria_NZ_CP060713_799_length_1729_cov_2.477300||full	0.547	0.380	0.547	dsDNAphage	1726	0	50.000	0.000
Bacteria_NZ_CP060713_1008_length_1091_cov_3.748069||full	0.780	0.487	0.780	dsDNAphage	913	0	50.000	0.000
Bacteria_NZ_CP060825_172_length_6541_cov_2.558125||full	0.573	0.007	0.573	dsDNAphage	6539	0	42.900	0.000
Bacteria_NZ_CP060825_204_length_6067_cov_3.119428||full	0.533	0.033	0.533	dsDNAphage	6065	0	16.700	0.000
Bacteria_NZ_CP060825_474_length_4085_cov_4.161042||full	0.520	0.060	0.520	dsDNAphage	4026	0	25.000	0.000
Bacteria_NZ_CP060825_569_length_3669_cov_3.216381||full	0.753	0.387	0.753	dsDNAphage	3669	0	33.300	0.000
Bacteria_NZ_CP060825_863_length_2732_cov_2.432947||full	0.520	0.107	0.520	dsDNAphage	2729	0	20.000	0.000
Bacteria_NZ_CP060825_920_length_2631_cov_2.465450||full	0.767	0.213	0.767	dsDNAphage	2629	1	50.000	0.000
Bacteria_NZ_CP060825_1132_length_2125_cov_2.366184||full	0.760	0.373	0.760	dsDNAphage	2125	0	66.700	0.000
Bacteria_NZ_CP060825_1191_length_2020_cov_2.439186||full	0.673	0.160	0.673	dsDNAphage	2020	0	33.300	0.000
Bacteria_NZ_CP060825_1192_length_2016_cov_2.781744||full	0.607	0.213	0.607	dsDNAphage	1902	0	50.000	0.000
Bacteria_NZ_CP060825_1196_length_2004_cov_3.443817||full	0.687	0.480	0.687	dsDNAphage	2002	0	66.700	0.000
Bacteria_NZ_CP060825_1264_length_1872_cov_2.651073||full	0.527	0.353	0.527	dsDNAphage	1793	0	50.000	0.000
Bacteria_NZ_CP060825_1269_length_1860_cov_2.060942||full	0.567	0.300	0.567	dsDNAphage	1856	0	25.000	0.000
Bacteria_NZ_CP060825_1329_length_1770_cov_1.872303||full	0.507	0.213	0.507	dsDNAphage	1768	0	33.300	0.000
Bacteria_NZ_CP060825_1397_length_1656_cov_2.139913||full	0.720	0.027	0.720	dsDNAphage	1654	0	33.300	0.000
Bacteria_NZ_CP060825_1748_length_1133_cov_4.333952||full	0.727	0.480	0.727	dsDNAphage	1016	0	100.000	0.000
Bacteria_NZ_CP060828_23_length_120477_cov_7.126356||0_partial	0.860	0.007	0.860	dsDNAphage	11915	3	23.500	23.500
Bacteria_NZ_AP021972_20_length_83596_cov_7.321794||full	0.860	0.000	0.860	dsDNAphage	83535	9	33.000	35.200
Bacteria_NZ_AP021972_28_length_67027_cov_7.163113||full	0.967	0.000	0.967	dsDNAphage	66902	17	42.000	31.900
Bacteria_NZ_AP021972_29_length_65650_cov_6.882567||0_partial	0.953	0.000	0.953	dsDNAphage	15654	2	38.500	38.500
Bacteria_NZ_AP021972_39_length_52284_cov_7.404622||0_partial	0.740	0.000	0.740	dsDNAphage	11066	1	30.000	20.000
Bacteria_NZ_AP021972_42_length_49745_cov_6.724572||full	0.973	0.000	0.973	dsDNAphage	49681	11	48.500	22.700
Bacteria_NZ_AP021972_48_length_43612_cov_7.795991||full	0.887	0.013	0.887	dsDNAphage	42758	14	40.800	30.600
Bacteria_NZ_AP021972_57_length_26662_cov_7.533469||full	0.953	0.027	0.953	dsDNAphage	26660	14	60.600	27.300
Bacteria_NZ_AP021972_73_length_15180_cov_14.567405||full	0.993	0.293	0.993	dsDNAphage	15157	4	82.600	0.000
Bacteria_NZ_AP021972_75_length_13117_cov_7.802404||full	1.000	0.433	1.000	dsDNAphage	12593	1	52.900	0.000
Bacteria_NZ_AP021972_81_length_9885_cov_14.160427||full	0.987	0.093	0.987	dsDNAphage	9883	2	57.100	0.000
Bacteria_NZ_AP021972_83_length_6546_cov_13.293175||full	0.967	0.053	0.967	dsDNAphage	5595	2	57.100	14.300
Bacteria_NZ_AP021972_85_length_5068_cov_9.470377||full	0.967	0.033	0.967	dsDNAphage	5066	1	55.600	22.200
Bacteria_NZ_AP021972_89_length_3271_cov_36.068097||full	0.213	0.687	0.687	ssDNA	2975	0	50.000	0.000
Bacteria_NZ_AP021972_95_length_2729_cov_15.439043||full	0.793	0.053	0.793	dsDNAphage	2729	0	33.300	0.000
Bacteria_NZ_AP021972_97_length_2669_cov_15.438791||full	0.933	0.427	0.933	dsDNAphage	2668	2	75.000	0.000
Bacteria_NZ_AP021972_100_length_1855_cov_8.377222||full	0.980	0.967	0.980	dsDNAphage	1799	1	25.000	0.000
Bacteria_NZ_AP021972_101_length_1762_cov_9.160516||full	0.887	0.840	0.887	dsDNAphage	1646	1	25.000	0.000
Bacteria_NZ_AP021972_102_length_1726_cov_14.918013||full	0.973	0.207	0.973	dsDNAphage	1726	2	50.000	25.000
