seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Phage_NC_047894_1_length_35810_cov_5.122752||full	1.000	0.487	1.000	dsDNAphage	34820	4	64.100	0.000
Phage_NC_047894_2_length_12017_cov_5.365407||full	1.000	0.333	1.000	dsDNAphage	12013	3	88.900	0.000
Phage_NC_047902_1_length_86824_cov_11.446865||full	1.000	0.053	1.000	dsDNAphage	86695	11	33.100	1.700
Phage_NC_047904_3_length_2453_cov_1.805254||full	0.987	0.527	0.987	dsDNAphage	2451	2	75.000	0.000
Phage_NC_047904_4_length_2362_cov_2.117035||full	0.907	0.493	0.907	dsDNAphage	2090	0	50.000	0.000
Phage_NC_047904_5_length_2348_cov_2.156127||full	0.980	0.527	0.980	dsDNAphage	2348	2	57.100	0.000
Phage_NC_047904_6_length_2266_cov_1.956581||full	0.653	0.467	0.653	dsDNAphage	2264	0	66.700	0.000
Phage_NC_047904_7_length_2264_cov_2.120416||full	0.987	0.573	0.987	dsDNAphage	2205	0	50.000	0.000
Phage_NC_047904_8_length_2148_cov_1.778786||full	0.967	0.440	0.967	dsDNAphage	1906	0	57.100	0.000
Phage_NC_047904_10_length_1865_cov_1.862431||full	0.833	0.533	0.833	dsDNAphage	1865	0	50.000	0.000
Phage_NC_047920_1_length_44291_cov_20.344697||full	1.000	0.167	1.000	dsDNAphage	44289	6	90.900	0.000
Phage_NC_047933_1_length_8483_cov_3.084480||full	0.987	0.940	0.987	dsDNAphage	8481	0	84.600	0.000
Phage_NC_047933_2_length_6591_cov_3.424113||full	1.000	0.367	1.000	dsDNAphage	6591	2	55.600	0.000
Phage_NC_047933_3_length_4822_cov_2.349696||full	0.987	0.820	0.987	dsDNAphage	4652	8	100.000	0.000
Phage_NC_047933_4_length_3355_cov_2.818788||full	0.987	0.967	0.987	dsDNAphage	3354	0	57.100	0.000
Phage_NC_047933_5_length_3034_cov_4.309164||full	0.927	0.960	0.960	ssDNA	3034	0	50.000	0.000
Phage_NC_047933_7_length_2259_cov_1.875681||full	0.973	0.847	0.973	dsDNAphage	2225	0	28.600	0.000
Phage_NC_047933_9_length_1221_cov_2.190395||full	0.927	0.993	0.993	ssDNA	1220	0	66.700	0.000
Phage_NC_047933_10_length_1216_cov_2.682171||full	0.967	0.973	0.973	ssDNA	1214	0	33.300	0.000
Phage_NC_047942_1_length_39694_cov_34.339792||full	1.000	0.327	1.000	dsDNAphage	38493	12	89.600	0.000
Phage_NC_047954_1_length_46499_cov_7.572711||full	1.000	0.093	1.000	dsDNAphage	45575	7	63.300	0.000
Phage_NC_047955_1_length_28645_cov_5.540888||full	1.000	0.200	1.000	dsDNAphage	28282	4	57.900	0.000
Phage_NC_047955_2_length_16523_cov_5.836167||full	0.987	0.287	0.987	dsDNAphage	16523	3	76.900	0.000
Phage_NC_047956_1_length_46545_cov_40.173306||full	1.000	0.200	1.000	dsDNAphage	46542	7	66.000	0.000
Phage_NC_047958_1_length_42195_cov_10.945420||full	1.000	0.200	1.000	dsDNAphage	42171	9	61.700	0.000
Phage_NC_047967_1_length_15425_cov_20.520755||full	1.000	0.173	1.000	dsDNAphage	15310	9	87.500	0.000
Phage_NC_047967_2_length_9292_cov_21.921187||full	1.000	0.553	1.000	dsDNAphage	9290	3	91.700	0.000
Phage_NC_047967_3_length_8618_cov_21.599439||full	0.840	0.360	0.840	dsDNAphage	8286	0	81.800	0.000
Phage_NC_047967_4_length_6534_cov_18.975614||full	0.987	0.587	0.987	dsDNAphage	6532	0	76.500	0.000
Phage_NC_047967_5_length_2738_cov_21.046590||full	1.000	0.873	1.000	dsDNAphage	2736	4	100.000	0.000
Phage_NC_047974_1_length_4180_cov_1.839515||full	0.780	0.407	0.780	dsDNAphage	4177	0	44.400	0.000
Phage_NC_047974_2_length_3880_cov_2.862745||full	0.947	0.520	0.947	dsDNAphage	3878	0	85.700	0.000
Phage_NC_047974_3_length_2300_cov_2.240535||full	0.980	0.420	0.980	dsDNAphage	2297	1	75.000	0.000
Phage_NC_047974_5_length_1958_cov_2.049921||full	0.947	0.233	0.947	dsDNAphage	1954	0	50.000	16.700
Phage_NC_047974_6_length_1652_cov_1.673763||full	0.700	0.067	0.700	dsDNAphage	1650	0	33.300	0.000
Phage_NC_047974_8_length_1462_cov_1.813788||full	0.813	0.340	0.813	dsDNAphage	1404	0	25.000	0.000
Phage_NC_047974_9_length_1421_cov_2.094436||full	0.833	0.393	0.833	dsDNAphage	1277	0	25.000	0.000
Phage_NC_047974_10_length_1350_cov_1.983012||full	0.827	0.253	0.827	dsDNAphage	1307	0	25.000	0.000
Phage_NC_047974_14_length_1115_cov_1.608491||full	0.967	0.327	0.967	dsDNAphage	1048	1	50.000	0.000
Phage_NC_047979_1_length_96347_cov_7.048810||full	1.000	0.240	1.000	dsDNAphage	95485	15	94.400	0.000
Phage_NC_047979_2_length_5266_cov_5.281520||full	0.993	0.793	0.993	dsDNAphage	4470	0	85.700	0.000
Phage_NC_047984_1_length_39776_cov_10.893633||full	1.000	0.287	1.000	dsDNAphage	39700	11	95.600	0.000
Phage_NC_047996_1_length_49327_cov_39.157655||full	1.000	0.133	1.000	dsDNAphage	49325	16	88.200	0.000
Phage_NC_048029_1_length_43069_cov_113.649602||full	1.000	0.040	1.000	dsDNAphage	43067	7	58.800	2.000
Phage_NC_048075_2_length_4747_cov_2.516837||full	0.960	0.753	0.960	dsDNAphage	4702	0	11.800	0.000
Phage_NC_048075_3_length_4480_cov_2.794124||full	0.993	0.807	0.993	dsDNAphage	4476	4	66.700	0.000
Phage_NC_048075_4_length_3705_cov_2.647945||full	0.993	0.947	0.993	dsDNAphage	3705	3	57.100	0.000
Phage_NC_048075_5_length_3490_cov_2.574381||full	0.980	0.933	0.980	dsDNAphage	3487	1	50.000	0.000
Phage_NC_048075_6_length_3131_cov_2.433355||full	0.847	0.373	0.847	dsDNAphage	2749	0	11.100	0.000
Phage_NC_048075_7_length_3119_cov_2.840078||full	0.980	0.807	0.980	dsDNAphage	3093	1	66.700	0.000
Phage_NC_048075_8_length_2880_cov_2.923894||full	0.720	0.893	0.893	ssDNA	2814	0	75.000	0.000
Phage_NC_048075_9_length_2597_cov_2.004721||full	0.933	0.953	0.953	ssDNA	2593	0	40.000	0.000
Phage_NC_048075_10_length_2509_cov_1.851671||full	0.847	0.587	0.847	dsDNAphage	2508	0	14.300	0.000
Phage_NC_048075_11_length_2460_cov_2.146778||full	0.853	0.887	0.887	ssDNA	2458	0	20.000	0.000
Phage_NC_048075_12_length_2257_cov_2.626249||full	0.873	0.893	0.893	ssDNA	2255	0	14.300	0.000
Phage_NC_048075_14_length_2202_cov_2.283652||full	0.807	0.780	0.807	dsDNAphage	1976	0	40.000	0.000
Phage_NC_048075_15_length_2072_cov_2.229053||full	0.920	0.887	0.920	dsDNAphage	2015	0	20.000	0.000
Phage_NC_048075_16_length_2030_cov_1.856709||full	0.880	0.893	0.893	ssDNA	2009	0	33.300	0.000
Phage_NC_048075_19_length_1674_cov_2.008647||full	0.567	0.933	0.933	ssDNA	1301	0	50.000	0.000
Phage_NC_048075_21_length_1543_cov_2.611559||full	0.373	0.967	0.967	ssDNA	1540	0	33.300	0.000
Phage_NC_048075_24_length_1278_cov_2.223222||full	0.327	0.980	0.980	ssDNA	1276	0	33.300	0.000
Phage_NC_048075_26_length_1096_cov_1.696446||full	0.733	0.867	0.867	ssDNA	1061	0	66.700	0.000
Phage_NC_048075_27_length_1062_cov_1.729891||full	0.540	0.973	0.973	ssDNA	1062	0	33.300	0.000
Phage_NC_048075_28_length_1032_cov_2.140225||full	0.507	0.840	0.840	ssDNA	1029	0	25.000	0.000
Phage_NC_048075_29_length_1010_cov_1.515183||full	0.980	0.967	0.980	dsDNAphage	867	1	33.300	0.000
Phage_NC_048147_1_length_61800_cov_26.629784||full	0.980	0.253	0.980	dsDNAphage	61652	22	60.200	0.000
Phage_NC_048153_2_length_2783_cov_1.950513||full	0.667	0.293	0.667	dsDNAphage	2782	0	20.000	0.000
Phage_NC_048153_3_length_1859_cov_2.106430||full	0.860	0.473	0.860	dsDNAphage	1828	1	66.700	0.000
Phage_NC_048155_1_length_7241_cov_3.057055||full	0.987	0.660	0.987	dsDNAphage	7241	1	88.900	0.000
Phage_NC_048155_2_length_3913_cov_3.666407||full	0.600	0.487	0.600	dsDNAphage	3488	0	33.300	0.000
Phage_NC_048155_3_length_3616_cov_3.329402||full	1.000	0.840	1.000	dsDNAphage	3615	2	100.000	0.000
Phage_NC_048155_4_length_3305_cov_2.886769||full	0.993	0.893	0.993	dsDNAphage	3165	5	100.000	0.000
Phage_NC_048155_5_length_3114_cov_1.822164||full	0.860	0.953	0.953	ssDNA	3058	0	75.000	0.000
Phage_NC_048155_6_length_2558_cov_1.723132||full	0.980	0.913	0.980	dsDNAphage	2495	2	100.000	0.000
Phage_NC_048155_7_length_2266_cov_2.388512||full	0.900	0.700	0.900	dsDNAphage	2262	0	100.000	0.000
Phage_NC_048155_8_length_2151_cov_2.559637||full	0.987	0.913	0.987	dsDNAphage	1826	0	83.300	0.000
Phage_NC_048155_9_length_1808_cov_2.038791||full	0.973	0.747	0.973	dsDNAphage	1806	2	66.700	0.000
Phage_NC_048168_1_length_3626_cov_3.053486||full	1.000	0.807	1.000	dsDNAphage	3625	2	100.000	0.000
Phage_NC_048168_2_length_3352_cov_2.006066||full	0.993	0.980	0.993	dsDNAphage	3349	5	100.000	0.000
Phage_NC_048168_3_length_3298_cov_2.546408||full	0.947	0.987	0.987	ssDNA	3295	0	100.000	0.000
Phage_NC_048168_4_length_3034_cov_2.880497||full	0.993	0.827	0.993	dsDNAphage	2975	4	100.000	0.000
Phage_NC_048168_5_length_2534_cov_2.953207||full	1.000	0.693	1.000	dsDNAphage	2289	0	87.500	0.000
Phage_NC_048168_8_length_1565_cov_1.670861||full	0.953	0.967	0.967	ssDNA	1545	0	100.000	0.000
Phage_NC_048168_9_length_1522_cov_2.614860||full	1.000	0.980	1.000	dsDNAphage	1519	1	100.000	0.000
Phage_NC_048168_10_length_1186_cov_1.325376||full	0.993	0.967	0.993	dsDNAphage	1184	0	100.000	0.000
Phage_NC_048168_11_length_1172_cov_1.843330||full	0.613	0.713	0.713	ssDNA	1093	0	50.000	0.000
Phage_NC_048177_1_length_3053_cov_1.830554||full	0.673	0.800	0.800	ssDNA	3050	0	66.700	0.000
Phage_NC_048177_2_length_2635_cov_1.730233||full	0.933	0.993	0.993	ssDNA	2604	0	100.000	0.000
Phage_NC_048177_3_length_2535_cov_2.074597||full	0.993	0.967	0.993	dsDNAphage	2532	1	100.000	0.000
Phage_NC_048177_4_length_2063_cov_2.280378||full	0.880	0.967	0.967	ssDNA	2061	0	80.000	0.000
Phage_NC_048177_5_length_1702_cov_1.768670||full	0.940	0.967	0.967	ssDNA	1700	0	66.700	0.000
Phage_NC_048177_6_length_1663_cov_2.119403||full	1.000	0.993	1.000	dsDNAphage	1628	2	100.000	0.000
Phage_NC_048178_1_length_41887_cov_67.534854||full	1.000	0.027	1.000	dsDNAphage	41638	9	54.100	1.600
Phage_NC_048193_1_length_17490_cov_3.848753||full	0.967	0.253	0.967	dsDNAphage	16827	0	52.000	4.000
Phage_NC_048193_2_length_11161_cov_4.002971||full	1.000	0.440	1.000	dsDNAphage	10936	3	58.300	0.000
Phage_NC_048193_3_length_8785_cov_4.025888||full	0.980	0.207	0.980	dsDNAphage	8782	0	25.000	0.000
Phage_NC_048193_4_length_7653_cov_3.856278||full	1.000	0.160	1.000	dsDNAphage	7651	2	62.500	0.000
Phage_NC_048193_6_length_3499_cov_3.576655||full	1.000	0.967	1.000	dsDNAphage	3491	0	40.000	0.000
Phage_NC_048193_7_length_2983_cov_3.755464||full	0.740	0.827	0.827	ssDNA	2928	0	33.300	0.000
Phage_NC_048196_1_length_1937_cov_1.414984||full	0.980	0.780	0.980	dsDNAphage	1930	0	62.500	0.000
Phage_NC_048196_3_length_1646_cov_1.839723||full	0.780	0.980	0.980	ssDNA	1644	0	33.300	0.000
Phage_NC_048196_4_length_1338_cov_1.291504||full	0.847	0.967	0.967	ssDNA	1338	0	66.700	0.000
Phage_NC_048196_5_length_1310_cov_1.366534||full	0.800	0.960	0.960	ssDNA	1221	0	33.300	0.000
Phage_NC_048196_7_length_1286_cov_1.259139||full	0.893	1.000	1.000	ssDNA	1283	0	66.700	0.000
Phage_NC_048196_8_length_1284_cov_1.423922||full	0.947	1.000	1.000	ssDNA	1130	0	66.700	0.000
Phage_NC_048196_9_length_1250_cov_1.821757||full	0.980	0.993	0.993	ssDNA	1246	0	100.000	0.000
Phage_NC_048196_10_length_1205_cov_1.409565||full	1.000	1.000	1.000	dsDNAphage	1202	0	100.000	0.000
Phage_NC_048196_11_length_1197_cov_1.381786||full	0.547	0.980	0.980	ssDNA	1158	0	50.000	0.000
Phage_NC_048196_13_length_1146_cov_1.670944||full	0.993	0.987	0.993	dsDNAphage	1025	0	100.000	0.000
Phage_NC_048196_14_length_1080_cov_1.480976||full	0.940	0.913	0.940	dsDNAphage	1078	0	20.000	0.000
Phage_NC_048196_15_length_1053_cov_1.178357||full	0.667	0.867	0.867	ssDNA	888	0	100.000	0.000
Phage_NC_048196_16_length_1010_cov_1.986387||full	0.727	0.980	0.980	ssDNA	1009	0	50.000	0.000
Phage_NC_048196_17_length_1000_cov_1.542857||full	0.787	0.920	0.920	ssDNA	997	0	33.300	0.000
Phage_NC_048628_1_length_42892_cov_24.980041||full	0.993	0.207	0.993	dsDNAphage	42891	12	71.200	0.000
Phage_NC_048638_1_length_12759_cov_4.188523||full	0.993	0.313	0.993	dsDNAphage	12757	3	69.200	0.000
Phage_NC_048638_2_length_10643_cov_4.143275||full	0.933	0.280	0.933	dsDNAphage	10640	0	60.000	0.000
Phage_NC_048638_3_length_10539_cov_4.465567||full	0.980	0.120	0.980	dsDNAphage	10528	0	47.800	0.000
Phage_NC_048638_5_length_6943_cov_4.448897||full	0.973	0.040	0.973	dsDNAphage	6942	1	40.000	10.000
Phage_NC_048638_7_length_5113_cov_3.362594||full	1.000	0.840	1.000	dsDNAphage	4951	3	100.000	0.000
Phage_NC_048638_10_length_1249_cov_4.268844||full	0.767	1.000	1.000	ssDNA	1249	0	33.300	0.000
Phage_NC_048638_11_length_1211_cov_3.981834||full	0.920	0.960	0.960	ssDNA	1107	0	25.000	0.000
Phage_NC_048639_1_length_3905_cov_2.867013||full	0.947	0.620	0.947	dsDNAphage	3903	0	22.200	0.000
Phage_NC_048639_2_length_3286_cov_2.048282||full	0.953	0.907	0.953	dsDNAphage	2654	1	75.000	0.000
Phage_NC_048639_3_length_2201_cov_2.287512||full	0.980	0.973	0.980	dsDNAphage	1821	2	100.000	0.000
Phage_NC_048639_4_length_2192_cov_1.931680||full	0.773	1.000	1.000	ssDNA	2192	0	66.700	0.000
Phage_NC_048639_5_length_2177_cov_1.762017||full	1.000	1.000	1.000	dsDNAphage	2175	2	50.000	0.000
Phage_NC_048639_6_length_2031_cov_2.017206||full	0.667	0.993	0.993	ssDNA	1864	0	100.000	0.000
Phage_NC_048639_12_length_1705_cov_1.303030||full	0.953	1.000	1.000	ssDNA	1703	0	100.000	0.000
Phage_NC_048639_13_length_1662_cov_1.827629||full	0.720	0.267	0.720	dsDNAphage	1661	0	60.000	0.000
Phage_NC_048639_16_length_1322_cov_2.130229||full	0.933	0.993	0.993	ssDNA	1141	0	50.000	0.000
Phage_NC_048639_18_length_1117_cov_1.590395||full	0.627	0.827	0.827	ssDNA	1021	0	66.700	0.000
Phage_NC_048641_1_length_37062_cov_8.489907||full	1.000	0.013	1.000	dsDNAphage	37025	9	64.300	7.100
Phage_NC_048641_2_length_5015_cov_6.889919||full	1.000	0.820	1.000	dsDNAphage	4740	2	75.000	0.000
Phage_NC_048652_2_length_1403_cov_1.503709||full	0.873	0.813	0.873	dsDNAphage	1403	0	20.000	0.000
Phage_NC_048652_3_length_1194_cov_1.022827||full	0.633	0.973	0.973	ssDNA	878	0	50.000	0.000
Phage_NC_048652_4_length_1143_cov_1.134191||full	1.000	1.000	1.000	dsDNAphage	834	2	100.000	0.000
Phage_NC_048652_6_length_1013_cov_1.091858||full	0.600	0.947	0.947	ssDNA	1012	0	33.300	0.000
Phage_NC_048662_1_length_65398_cov_44.310255||full	1.000	0.287	1.000	dsDNAphage	65338	26	96.700	0.000
Phage_NC_048675_1_length_3905_cov_1.874286||full	1.000	0.980	1.000	dsDNAphage	3902	1	71.400	0.000
Phage_NC_048675_2_length_3573_cov_1.480387||full	1.000	0.987	1.000	dsDNAphage	3570	6	100.000	0.000
Phage_NC_048675_3_length_2643_cov_2.847759||full	0.973	0.987	0.987	ssDNA	2511	0	100.000	0.000
Phage_NC_048675_4_length_2561_cov_2.249002||full	0.647	0.980	0.980	ssDNA	2560	0	100.000	0.000
Phage_NC_048675_5_length_2185_cov_1.758685||full	1.000	0.973	1.000	dsDNAphage	2182	2	100.000	0.000
Phage_NC_048675_6_length_1864_cov_2.444997||full	0.993	0.980	0.993	dsDNAphage	1862	0	100.000	0.000
Phage_NC_048675_8_length_1704_cov_2.489388||full	0.487	0.967	0.967	ssDNA	1702	0	66.700	0.000
Phage_NC_048675_9_length_1442_cov_1.854362||full	0.907	0.920	0.920	ssDNA	1439	0	50.000	0.000
Phage_NC_048675_11_length_1258_cov_2.128845||full	1.000	1.000	1.000	dsDNAphage	1223	2	100.000	0.000
Phage_NC_048675_13_length_1082_cov_1.251217||full	0.987	0.973	0.987	dsDNAphage	1071	0	100.000	0.000
Phage_NC_048685_1_length_10436_cov_3.127155||full	0.807	0.713	0.807	dsDNAphage	10390	0	50.000	0.000
Phage_NC_048685_2_length_6679_cov_3.986413||full	0.967	0.440	0.967	dsDNAphage	6666	0	21.400	0.000
Phage_NC_048685_3_length_5495_cov_2.953676||full	0.573	0.093	0.573	dsDNAphage	5492	0	36.400	18.200
Phage_NC_048685_5_length_3200_cov_1.882671||full	0.940	0.740	0.940	dsDNAphage	3080	0	40.000	0.000
Phage_NC_048685_8_length_1588_cov_1.669928||full	0.993	1.000	1.000	ssDNA	1588	0	100.000	0.000
