seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Bacteria_NZ_CP061072_1054_length_1670_cov_1.816718||full	0.580	0.293	0.580	dsDNAphage	1355	0	50.000	0.000
Bacteria_NZ_CP061072_1058_length_1669_cov_1.706320||full	0.593	0.393	0.593	dsDNAphage	1298	0	50.000	0.000
Bacteria_NZ_CP061072_1235_length_1492_cov_2.350035||full	0.853	0.427	0.853	dsDNAphage	1164	0	100.000	0.000
Bacteria_NZ_CP061072_1330_length_1401_cov_2.815007||full	0.600	0.253	0.600	dsDNAphage	1074	0	50.000	0.000
Bacteria_NZ_CP061072_1417_length_1338_cov_1.383476||full	0.800	0.480	0.800	dsDNAphage	1337	0	50.000	0.000
Bacteria_NZ_CP061072_1546_length_1225_cov_2.309402||full	0.913	0.127	0.913	dsDNAphage	1225	0	33.300	0.000
Bacteria_NZ_CP061072_1722_length_1110_cov_2.148815||full	0.667	0.173	0.667	dsDNAphage	1107	0	33.300	0.000
Bacteria_NZ_CP061072_1835_length_1054_cov_1.688689||full	0.733	0.273	0.733	dsDNAphage	873	0	33.300	0.000
Bacteria_NZ_CP061072_1926_length_1007_cov_2.038866||full	0.733	0.153	0.733	dsDNAphage	1006	0	33.300	0.000
Bacteria_NZ_CP061204_131_length_9113_cov_9.558622||full	0.720	0.000	0.720	dsDNAphage	9112	1	16.700	0.000
Bacteria_NZ_CP061204_310_length_4707_cov_5.268057||full	0.800	0.500	0.800	dsDNAphage	4705	0	33.300	0.000
Bacteria_NZ_CP061204_443_length_3040_cov_3.310553||full	0.707	0.173	0.707	dsDNAphage	3036	0	14.300	0.000
Bacteria_NZ_CP061204_486_length_2684_cov_3.746672||full	0.573	0.100	0.573	dsDNAphage	2677	0	40.000	0.000
Bacteria_NZ_CP061204_606_length_1546_cov_3.963112||full	0.553	0.180	0.553	dsDNAphage	1543	0	33.300	0.000
Bacteria_NZ_CP061204_672_length_1013_cov_26.424843||full	0.400	0.973	0.973	ssDNA	983	0	50.000	0.000
Bacteria_NZ_CP061281_259_length_3174_cov_2.726194||full	0.613	0.613	0.613	dsDNAphage	3174	0	66.700	0.000
Bacteria_NZ_CP061281_261_length_3153_cov_2.907360||full	0.527	0.240	0.527	dsDNAphage	3152	0	20.000	0.000
Bacteria_NZ_CP061281_313_length_2975_cov_2.872603||full	0.567	0.040	0.567	dsDNAphage	2973	0	50.000	25.000
Bacteria_NZ_CP061281_352_length_2849_cov_2.388332||full	0.653	0.347	0.653	dsDNAphage	2819	0	25.000	0.000
Bacteria_NZ_CP061281_387_length_2745_cov_2.110781||full	0.693	0.307	0.693	dsDNAphage	2611	0	20.000	0.000
Bacteria_NZ_CP061281_468_length_2553_cov_2.816653||full	0.533	0.460	0.533	dsDNAphage	2551	0	75.000	0.000
Bacteria_NZ_CP061281_484_length_2514_cov_2.962586||full	0.693	0.393	0.693	dsDNAphage	2512	0	66.700	0.000
Bacteria_NZ_CP061281_586_length_2295_cov_2.109375||full	0.700	0.473	0.700	dsDNAphage	2200	0	66.700	0.000
Bacteria_NZ_CP061281_606_length_2262_cov_1.779792||full	0.520	0.133	0.520	dsDNAphage	2261	0	33.300	0.000
Bacteria_NZ_CP061281_1077_length_1683_cov_2.261057||full	0.640	0.313	0.640	dsDNAphage	1483	0	50.000	0.000
Bacteria_NZ_CP061281_1106_length_1659_cov_2.298628||full	0.653	0.247	0.653	dsDNAphage	1141	0	33.300	0.000
Bacteria_NZ_CP061281_1116_length_1652_cov_2.907326||full	0.607	0.380	0.607	dsDNAphage	1394	0	50.000	0.000
Bacteria_NZ_CP061281_1152_length_1607_cov_2.309278||full	0.893	0.120	0.893	dsDNAphage	1429	0	33.300	0.000
Bacteria_NZ_CP061281_1241_length_1522_cov_2.014997||full	0.580	0.187	0.580	dsDNAphage	812	0	50.000	0.000
Bacteria_NZ_CP061281_1342_length_1436_cov_3.308472||full	0.667	0.353	0.667	dsDNAphage	1028	0	50.000	0.000
Bacteria_NZ_CP061281_1415_length_1367_cov_2.314787||full	0.833	0.080	0.833	dsDNAphage	1365	0	33.300	0.000
Bacteria_NZ_CP061281_1440_length_1349_cov_3.085781||full	0.520	0.120	0.520	dsDNAphage	1282	0	50.000	25.000
Bacteria_NZ_CP061281_1626_length_1192_cov_1.496922||full	0.913	0.153	0.913	dsDNAphage	1191	0	33.300	0.000
Bacteria_NZ_CP061335_168_length_5270_cov_3.317162||full	0.887	0.727	0.887	dsDNAphage	5230	0	54.500	0.000
Bacteria_NZ_CP061335_181_length_5090_cov_2.757696||full	0.940	0.040	0.940	dsDNAphage	5003	2	42.900	14.300
Bacteria_NZ_CP061335_186_length_5036_cov_3.643044||full	0.760	0.300	0.760	dsDNAphage	5035	0	33.300	0.000
Bacteria_NZ_CP061335_189_length_5010_cov_3.781433||full	0.940	0.073	0.940	dsDNAphage	4863	1	60.000	20.000
Bacteria_NZ_CP061335_226_length_4536_cov_2.790225||full	0.500	0.407	0.500	dsDNAphage	4388	0	100.000	0.000
Bacteria_NZ_CP061335_248_length_4388_cov_3.423494||full	0.647	0.000	0.647	dsDNAphage	4167	1	40.000	20.000
Bacteria_NZ_CP061335_336_length_3847_cov_3.067247||full	0.533	0.053	0.533	dsDNAphage	3734	0	33.300	0.000
Bacteria_NZ_CP061335_427_length_3409_cov_3.059034||full	0.787	0.013	0.787	dsDNAphage	3298	1	14.300	0.000
Bacteria_NZ_CP061335_476_length_3235_cov_3.098428||full	0.640	0.240	0.640	dsDNAphage	2940	0	66.700	0.000
Bacteria_NZ_CP061335_483_length_3210_cov_2.772742||full	0.527	0.333	0.527	dsDNAphage	3207	0	66.700	0.000
Bacteria_NZ_CP061335_492_length_3185_cov_3.220128||full	0.973	0.060	0.973	dsDNAphage	3182	2	50.000	33.300
Bacteria_NZ_CP061335_513_length_3093_cov_2.565833||full	0.893	0.433	0.893	dsDNAphage	3036	1	50.000	0.000
Bacteria_NZ_CP061335_567_length_2900_cov_2.409842||full	0.680	0.293	0.680	dsDNAphage	2896	0	66.700	0.000
Bacteria_NZ_CP061335_597_length_2789_cov_4.219093||full	0.427	0.507	0.507	ssDNA	2788	0	20.000	0.000
Bacteria_NZ_CP061335_663_length_2572_cov_3.690505||full	0.267	0.833	0.833	ssDNA	2336	0	50.000	0.000
Bacteria_NZ_CP061335_721_length_2438_cov_3.350399||full	0.553	0.793	0.793	ssDNA	2437	0	33.300	0.000
Bacteria_NZ_CP061335_878_length_2062_cov_2.938714||full	0.840	0.367	0.840	dsDNAphage	2058	0	50.000	0.000
Bacteria_NZ_CP061335_966_length_1900_cov_2.755014||full	0.560	0.753	0.753	ssDNA	1743	0	50.000	0.000
Bacteria_NZ_CP061335_967_length_1897_cov_2.473398||full	0.507	0.520	0.520	ssDNA	1896	0	33.300	0.000
Bacteria_NZ_CP061335_978_length_1881_cov_3.139650||full	0.380	0.573	0.573	ssDNA	1832	0	33.300	0.000
Bacteria_NZ_CP061335_1166_length_1517_cov_3.965116||full	0.547	0.053	0.547	dsDNAphage	1428	0	33.300	0.000
Bacteria_NZ_CP061335_1184_length_1489_cov_2.650628||full	0.533	0.373	0.533	dsDNAphage	1447	0	50.000	0.000
Bacteria_NZ_CP061335_1226_length_1401_cov_2.673105||full	0.427	0.533	0.533	ssDNA	1339	0	50.000	0.000
Bacteria_NZ_CP061335_1298_length_1271_cov_2.383224||full	0.707	0.820	0.820	ssDNA	788	0	50.000	0.000
Bacteria_NZ_CP061335_1307_length_1255_cov_1.545833||full	0.520	0.860	0.860	ssDNA	1245	0	50.000	0.000
Bacteria_NZ_CP061335_1377_length_1117_cov_1.700565||full	0.933	0.513	0.933	dsDNAphage	1116	2	66.700	0.000
Bacteria_NZ_CP061538_3_length_212538_cov_7.147165||0_partial	0.740	0.000	0.740	dsDNAphage	17903	2	13.600	22.700
Bacteria_NZ_CP061538_11_length_76771_cov_6.858504||full	0.953	0.000	0.953	dsDNAphage	76769	7	27.700	17.000
Bacteria_NZ_CP061539_6_length_135810_cov_7.074634||0_partial	0.720	0.000	0.720	dsDNAphage	13701	2	22.200	38.900
Bacteria_NZ_CP061539_7_length_121111_cov_6.841264||0_partial	0.967	0.000	0.967	dsDNAphage	59158	9	32.100	15.400
Bacteria_NZ_CP061768_7_length_24545_cov_4.026051||0_partial	0.947	0.000	0.947	dsDNAphage	16549	1	14.800	14.800
Bacteria_NZ_CP053928_438_length_3770_cov_2.988964||full	0.933	0.060	0.933	dsDNAphage	3401	1	20.000	0.000
Bacteria_NZ_CP053928_446_length_3693_cov_3.438977||full	0.987	0.207	0.987	dsDNAphage	3644	1	60.000	0.000
Bacteria_NZ_CP053928_471_length_3557_cov_3.373786||full	0.693	0.027	0.693	dsDNAphage	3555	0	66.700	33.300
Bacteria_NZ_CP053928_594_length_2957_cov_3.581668||full	0.947	0.540	0.947	dsDNAphage	2957	1	66.700	0.000
Bacteria_NZ_CP053928_625_length_2762_cov_4.327669||full	0.973	0.913	0.973	dsDNAphage	2761	2	75.000	0.000
Bacteria_NZ_CP053928_677_length_2512_cov_2.085470||full	0.627	0.307	0.627	dsDNAphage	2510	0	33.300	0.000
Bacteria_NZ_CP053928_681_length_2504_cov_3.090241||full	0.940	0.300	0.940	dsDNAphage	2502	1	20.000	0.000
Bacteria_NZ_CP053928_691_length_2467_cov_4.810945||full	0.967	0.207	0.967	dsDNAphage	2466	1	16.700	0.000
Bacteria_NZ_CP053928_816_length_1987_cov_2.481366||full	0.960	0.927	0.960	dsDNAphage	1985	1	50.000	0.000
Bacteria_NZ_CP053928_828_length_1937_cov_3.150903||full	0.587	0.440	0.587	dsDNAphage	1811	0	50.000	0.000
Bacteria_NZ_CP053928_843_length_1888_cov_2.710857||full	0.520	0.487	0.520	dsDNAphage	1844	0	50.000	0.000
Bacteria_NZ_CP053928_851_length_1870_cov_1.803857||full	0.940	0.313	0.940	dsDNAphage	1809	1	25.000	0.000
Bacteria_NZ_CP053928_934_length_1596_cov_2.741726||full	0.560	0.900	0.900	ssDNA	1595	0	33.300	0.000
Bacteria_NZ_CP053928_1093_length_1183_cov_2.848404||full	0.860	0.107	0.860	dsDNAphage	1180	0	33.300	0.000
Bacteria_NZ_CP053929_78_length_5022_cov_2.960540||full	0.413	0.680	0.680	ssDNA	5019	0	66.700	0.000
Bacteria_NZ_CP053929_132_length_4461_cov_2.842714||full	0.573	0.020	0.573	dsDNAphage	4457	0	14.300	0.000
Bacteria_NZ_CP053929_196_length_3974_cov_2.925746||full	0.687	0.033	0.687	dsDNAphage	3835	0	37.500	12.500
Bacteria_NZ_CP053929_238_length_3755_cov_4.042973||full	0.713	0.600	0.713	dsDNAphage	3096	0	11.100	0.000
Bacteria_NZ_CP053929_246_length_3712_cov_2.489199||full	1.000	0.893	1.000	dsDNAphage	3709	4	80.000	0.000
Bacteria_NZ_CP053929_267_length_3598_cov_1.899238||full	0.920	0.320	0.920	dsDNAphage	3594	1	33.300	0.000
Bacteria_NZ_CP053929_304_length_3443_cov_2.022137||full	0.640	0.560	0.640	dsDNAphage	2901	0	20.000	0.000
Bacteria_NZ_CP053929_327_length_3344_cov_2.772271||full	0.520	0.187	0.520	dsDNAphage	3270	0	60.000	0.000
Bacteria_NZ_CP053929_480_length_2868_cov_3.499111||full	0.600	0.173	0.600	dsDNAphage	2868	0	50.000	0.000
Bacteria_NZ_CP053929_510_length_2811_cov_3.227866||full	0.613	0.027	0.613	dsDNAphage	2810	0	60.000	20.000
Bacteria_NZ_CP053929_517_length_2795_cov_2.936861||full	0.867	0.547	0.867	dsDNAphage	2525	1	25.000	0.000
Bacteria_NZ_CP053929_532_length_2743_cov_2.688988||full	0.433	0.693	0.693	ssDNA	2488	0	50.000	0.000
Bacteria_NZ_CP053929_557_length_2684_cov_4.009129||full	0.387	0.773	0.773	ssDNA	2682	0	25.000	0.000
Bacteria_NZ_CP053929_588_length_2610_cov_2.641487||full	0.693	0.113	0.693	dsDNAphage	2608	0	33.300	0.000
Bacteria_NZ_CP053929_609_length_2555_cov_2.930000||full	0.700	0.113	0.700	dsDNAphage	2553	0	60.000	0.000
Bacteria_NZ_CP053929_736_length_2315_cov_2.211504||full	1.000	0.933	1.000	dsDNAphage	2313	3	100.000	0.000
Bacteria_NZ_CP053929_741_length_2308_cov_2.627608||full	0.493	0.740	0.740	ssDNA	2056	0	25.000	0.000
Bacteria_NZ_CP053929_777_length_2229_cov_1.928703||full	0.833	0.460	0.833	dsDNAphage	2226	0	33.300	0.000
Bacteria_NZ_CP053929_803_length_2183_cov_3.209586||full	0.660	0.760	0.760	ssDNA	1970	0	100.000	0.000
Bacteria_NZ_CP053929_809_length_2147_cov_2.224665||full	0.607	0.213	0.607	dsDNAphage	2138	0	66.700	0.000
Bacteria_NZ_CP053929_812_length_2139_cov_2.442418||full	0.987	0.133	0.987	dsDNAphage	2135	2	60.000	20.000
Bacteria_NZ_CP053929_836_length_2093_cov_3.014720||full	0.760	0.087	0.760	dsDNAphage	2017	0	40.000	0.000
Bacteria_NZ_CP053929_838_length_2090_cov_2.361179||full	0.653	0.433	0.653	dsDNAphage	2089	0	25.000	0.000
Bacteria_NZ_CP053929_877_length_2036_cov_3.508834||full	0.867	0.107	0.867	dsDNAphage	2033	1	33.300	0.000
Bacteria_NZ_CP053929_995_length_1873_cov_1.701870||full	0.873	0.867	0.873	dsDNAphage	1871	0	33.300	0.000
Bacteria_NZ_CP053929_1041_length_1826_cov_2.680971||full	0.433	0.513	0.513	ssDNA	1789	0	50.000	0.000
Bacteria_NZ_CP053929_1094_length_1762_cov_2.373755||full	0.760	0.787	0.787	ssDNA	1760	0	20.000	0.000
Bacteria_NZ_CP053929_1129_length_1724_cov_3.264829||full	0.807	0.987	0.987	ssDNA	1724	0	33.300	0.000
Bacteria_NZ_CP053929_1157_length_1689_cov_3.022032||full	0.513	0.933	0.933	ssDNA	1559	0	50.000	0.000
Bacteria_NZ_CP053929_1202_length_1646_cov_2.901948||full	0.780	0.893	0.893	ssDNA	1645	0	33.300	0.000
Bacteria_NZ_CP053929_1209_length_1639_cov_2.088384||full	0.747	0.973	0.973	ssDNA	1637	0	33.300	0.000
Bacteria_NZ_CP053929_1241_length_1607_cov_3.129510||full	0.753	0.807	0.807	ssDNA	1605	0	33.300	0.000
Bacteria_NZ_CP053929_1344_length_1499_cov_2.481994||full	0.287	0.820	0.820	ssDNA	1376	0	50.000	0.000
Bacteria_NZ_CP053929_1361_length_1474_cov_3.061311||full	0.967	0.993	0.993	ssDNA	1474	0	66.700	0.000
Bacteria_NZ_CP053929_1408_length_1424_cov_1.864865||full	0.507	0.907	0.907	ssDNA	1415	0	33.300	0.000
Bacteria_NZ_CP053929_1522_length_1295_cov_2.365323||full	0.893	0.993	0.993	ssDNA	1292	0	33.300	0.000
Bacteria_NZ_CP053929_1550_length_1250_cov_1.909623||full	0.793	1.000	1.000	ssDNA	1249	0	33.300	0.000
Bacteria_NZ_CP053929_1554_length_1248_cov_1.856664||full	0.573	0.947	0.947	ssDNA	1125	0	50.000	0.000
Bacteria_NZ_CP053929_1555_length_1246_cov_2.138539||full	0.827	0.973	0.973	ssDNA	1165	0	100.000	0.000
Bacteria_NZ_CP053929_1587_length_1219_cov_2.139175||full	0.680	0.760	0.760	ssDNA	1151	0	50.000	0.000
Bacteria_NZ_CP053929_1607_length_1204_cov_2.111401||full	0.540	0.973	0.973	ssDNA	1204	0	33.300	0.000
Bacteria_NZ_CP053929_1617_length_1193_cov_2.300527||full	0.587	0.993	0.993	ssDNA	1047	0	50.000	0.000
Bacteria_NZ_CP053929_1799_length_1028_cov_2.260021||full	0.647	0.873	0.873	ssDNA	1026	0	33.300	0.000
Bacteria_NZ_CP054128_121_length_5254_cov_3.041162||full	0.507	0.553	0.553	ssDNA	5188	0	50.000	0.000
Bacteria_NZ_CP054128_264_length_4114_cov_2.409707||full	0.980	0.107	0.980	dsDNAphage	3968	2	66.700	16.700
Bacteria_NZ_CP054128_275_length_4031_cov_2.167254||full	0.640	0.520	0.640	dsDNAphage	4028	0	12.500	0.000
Bacteria_NZ_CP054128_303_length_3892_cov_2.920771||full	0.607	0.093	0.607	dsDNAphage	3885	0	40.000	0.000
Bacteria_NZ_CP054128_305_length_3882_cov_3.143716||full	0.553	0.433	0.553	dsDNAphage	3468	0	66.700	0.000
Bacteria_NZ_CP054128_347_length_3668_cov_2.899253||full	0.947	0.480	0.947	dsDNAphage	3666	1	50.000	0.000
Bacteria_NZ_CP054128_474_length_3175_cov_3.519231||full	0.533	0.113	0.533	dsDNAphage	3149	0	66.700	0.000
Bacteria_NZ_CP054128_479_length_3147_cov_3.093790||full	0.640	0.113	0.640	dsDNAphage	3146	0	60.000	0.000
Bacteria_NZ_CP054128_482_length_3134_cov_3.055213||full	0.967	0.027	0.967	dsDNAphage	3131	2	33.300	16.700
Bacteria_NZ_CP054128_544_length_2923_cov_1.951534||full	0.587	0.420	0.587	dsDNAphage	2921	0	50.000	0.000
Bacteria_NZ_CP054128_623_length_2658_cov_3.096043||full	0.600	0.200	0.600	dsDNAphage	2509	0	66.700	0.000
Bacteria_NZ_CP054128_668_length_2536_cov_2.253124||full	1.000	0.840	1.000	dsDNAphage	2532	3	66.700	0.000
Bacteria_NZ_CP054128_676_length_2512_cov_2.196988||full	0.373	0.713	0.713	ssDNA	2448	0	33.300	0.000
Bacteria_NZ_CP054128_695_length_2461_cov_2.215711||full	0.353	0.767	0.767	ssDNA	2459	0	25.000	0.000
Bacteria_NZ_CP054128_758_length_2320_cov_2.555408||full	0.573	0.613	0.613	ssDNA	2242	0	50.000	0.000
Bacteria_NZ_CP054128_770_length_2303_cov_2.484431||full	0.640	0.907	0.907	ssDNA	2249	0	50.000	0.000
Bacteria_NZ_CP054128_866_length_2121_cov_2.595837||full	0.980	0.047	0.980	dsDNAphage	2119	1	50.000	25.000
Bacteria_NZ_CP054128_1043_length_1846_cov_2.135120||full	0.613	0.653	0.653	ssDNA	1845	0	50.000	0.000
Bacteria_NZ_CP054128_1077_length_1795_cov_2.355747||full	0.767	0.093	0.767	dsDNAphage	1739	0	50.000	25.000
Bacteria_NZ_CP054128_1079_length_1795_cov_1.975862||full	0.573	0.993	0.993	ssDNA	1791	0	33.300	0.000
Bacteria_NZ_CP054128_1081_length_1792_cov_3.162349||full	0.933	0.887	0.933	dsDNAphage	1788	0	66.700	0.000
Bacteria_NZ_CP054128_1134_length_1707_cov_2.207022||full	1.000	0.753	1.000	dsDNAphage	1563	3	100.000	0.000
Bacteria_NZ_CP054128_1149_length_1684_cov_2.512584||full	0.747	0.260	0.747	dsDNAphage	1671	0	66.700	0.000
Bacteria_NZ_CP054128_1172_length_1645_cov_2.998113||full	0.733	0.047	0.733	dsDNAphage	1583	0	66.700	33.300
