seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Bacteria_NZ_CP054920_7_length_362863_cov_15.260904||0_partial	0.847	0.000	0.847	dsDNAphage	22614	4	23.100	23.100
Bacteria_NZ_CP058259_13_length_68504_cov_6.760800||0_partial	0.827	0.007	0.827	dsDNAphage	11719	1	20.000	25.000
Bacteria_NZ_CP059603_3_length_248396_cov_44.832843||full	0.720	0.000	0.720	dsDNAphage	248019	5	17.800	36.000
Bacteria_NZ_CP059603_14_length_42632_cov_44.518449||full	0.980	0.000	0.980	dsDNAphage	41644	6	46.000	4.800
Bacteria_NZ_CP059603_21_length_4854_cov_92.492186||full	0.907	0.593	0.907	dsDNAphage	4198	0	80.000	0.000
Bacteria_NZ_CP060192_3_length_420806_cov_119.204149||0_partial	0.940	0.000	0.940	dsDNAphage	24249	6	37.800	40.500
Bacteria_NZ_CP060192_4_length_381147_cov_114.652808||0_partial	0.727	0.000	0.727	dsDNAphage	11382	1	23.500	52.900
Bacteria_NZ_CP060192_7_length_260060_cov_115.460880||0_partial	0.960	0.007	0.960	dsDNAphage	69087	14	32.400	24.100
Bacteria_NZ_CP060192_7_length_260060_cov_115.460880||1_partial	0.967	0.007	0.967	dsDNAphage	16856	3	57.900	21.100
Bacteria_NZ_CP060192_8_length_238559_cov_115.276649||0_partial	0.953	0.000	0.953	dsDNAphage	58750	11	41.000	25.600
Bacteria_NZ_CP060192_9_length_226799_cov_116.488070||full	0.733	0.000	0.733	dsDNAphage	213556	12	18.100	31.500
Bacteria_NZ_CP060192_10_length_199846_cov_114.405178||0_partial	0.960	0.007	0.960	dsDNAphage	12521	1	33.300	16.700
Bacteria_NZ_CP060192_11_length_154702_cov_113.721812||0_partial	0.820	0.000	0.820	dsDNAphage	17196	1	29.200	20.800
Bacteria_NZ_LR824569_2_length_722257_cov_9.991423||0_partial	0.920	0.000	0.920	dsDNAphage	19990	1	16.700	20.800
Bacteria_NZ_LR824569_5_length_476597_cov_9.741691||0_partial	0.920	0.007	0.920	dsDNAphage	18096	4	29.200	16.700
Bacteria_NZ_LR824569_5_length_476597_cov_9.741691||1_partial	0.960	0.080	0.960	dsDNAphage	15082	1	41.200	17.600
Bacteria_NZ_LR824569_7_length_222732_cov_10.013207||0_partial	0.967	0.013	0.967	dsDNAphage	63463	6	34.700	7.900
Bacteria_NZ_LR824569_23_length_2043_cov_17.105634||full	0.527	0.973	0.973	ssDNA	2041	0	33.300	0.000
Phage_NC_047764_1_length_73778_cov_65.596747||full	1.000	0.080	1.000	dsDNAphage	71905	9	52.100	2.000
Phage_NC_048099_1_length_38316_cov_1168.621834||full	0.993	0.040	0.993	dsDNAphage	38144	8	39.700	2.900
Phage_NC_048166_1_length_88381_cov_84.967790||full	1.000	0.073	1.000	dsDNAphage	88322	11	30.500	0.000
Phage_NC_048639_1_length_42160_cov_847.275003||full	1.000	0.007	1.000	dsDNAphage	41966	6	65.700	5.700
Phage_NC_048639_2_length_14251_cov_815.348478||full	0.973	0.387	0.973	dsDNAphage	14030	0	48.000	0.000
Phage_NC_048639_3_length_11572_cov_851.008683||full	0.980	0.233	0.980	dsDNAphage	11570	0	43.500	0.000
Phage_NC_048698_1_length_41807_cov_193.345516||full	1.000	0.207	1.000	dsDNAphage	41671	12	75.900	0.000
Phage_NC_048739_1_length_19668_cov_67.365880||full	0.993	0.107	0.993	dsDNAphage	19511	5	34.500	0.000
Phage_NC_048806_1_length_65687_cov_107.519213||full	1.000	0.247	1.000	dsDNAphage	64726	26	95.600	0.000
Phage_NC_049478_1_length_60179_cov_57.388397||full	0.993	0.053	0.993	dsDNAphage	60103	5	38.200	2.900
Phage_NC_049972_1_length_18931_cov_1706.126139||full	1.000	0.040	1.000	dsDNAphage	18753	4	42.900	0.000
Bacteria_NZ_CP060192_21_length_1908_cov_127.077172||lt2gene	nan	nan	nan	dsDNAphage	1908	2	100.000	0.000
