seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Bacteria_NZ_CP062165_273_length_1443_cov_1.360231||full	0.647	0.953	0.953	ssDNA	1441	0	33.300	0.000
Bacteria_NZ_CP062165_277_length_1435_cov_1.923913||full	0.993	0.967	0.993	dsDNAphage	1432	1	33.300	0.000
Bacteria_NZ_CP062165_279_length_1434_cov_1.835388||full	0.747	0.900	0.900	ssDNA	1299	0	33.300	0.000
Bacteria_NZ_CP062165_283_length_1426_cov_1.466813||full	0.667	0.973	0.973	ssDNA	1381	0	50.000	0.000
Bacteria_NZ_CP062165_295_length_1409_cov_1.717134||full	0.933	1.000	1.000	ssDNA	1406	0	66.700	0.000
Bacteria_NZ_CP062165_298_length_1407_cov_1.885355||full	0.967	0.987	0.987	ssDNA	1404	0	33.300	0.000
Bacteria_NZ_CP062165_305_length_1390_cov_1.773783||full	0.867	0.053	0.867	dsDNAphage	1387	0	25.000	0.000
Bacteria_NZ_CP062165_333_length_1330_cov_1.530980||full	0.567	0.853	0.853	ssDNA	1327	0	25.000	0.000
Bacteria_NZ_CP062165_352_length_1301_cov_1.410915||full	1.000	1.000	1.000	dsDNAphage	1298	0	66.700	0.000
Bacteria_NZ_CP062165_385_length_1258_cov_1.807149||full	0.733	0.193	0.733	dsDNAphage	1256	0	66.700	33.300
Bacteria_NZ_CP062165_406_length_1228_cov_1.704177||full	0.707	0.947	0.947	ssDNA	1226	0	33.300	0.000
Bacteria_NZ_CP062165_411_length_1220_cov_1.253219||full	0.800	1.000	1.000	ssDNA	1185	0	33.300	0.000
Bacteria_NZ_CP062165_430_length_1197_cov_1.959720||full	0.933	0.980	0.980	ssDNA	1189	0	100.000	0.000
Bacteria_NZ_CP062165_435_length_1191_cov_2.087148||full	0.607	0.987	0.987	ssDNA	1182	0	50.000	0.000
Bacteria_NZ_CP062165_466_length_1155_cov_1.909091||full	0.633	0.953	0.953	ssDNA	1152	0	33.300	0.000
Bacteria_NZ_CP062165_470_length_1152_cov_1.557885||full	0.667	0.187	0.667	dsDNAphage	1151	0	33.300	0.000
Bacteria_NZ_CP062165_505_length_1113_cov_1.933837||full	0.600	0.960	0.960	ssDNA	1031	0	50.000	0.000
Bacteria_NZ_CP062165_527_length_1080_cov_1.600000||full	0.593	0.980	0.980	ssDNA	818	0	50.000	0.000
Bacteria_NZ_CP062165_589_length_1027_cov_1.550412||full	0.760	0.940	0.940	ssDNA	1027	0	75.000	0.000
Bacteria_NZ_CP062165_590_length_1025_cov_1.155670||full	0.673	0.980	0.980	ssDNA	972	0	50.000	0.000
Bacteria_NZ_CP062165_611_length_1015_cov_1.856250||full	0.953	1.000	1.000	ssDNA	939	0	66.700	0.000
Bacteria_NZ_CP062165_631_length_1000_cov_1.903704||full	0.560	0.967	0.967	ssDNA	998	0	33.300	0.000
Bacteria_NZ_CP063373_11_length_7272_cov_3.038936||full	0.647	0.040	0.647	dsDNAphage	6972	0	18.200	0.000
Bacteria_NZ_CP063373_67_length_5133_cov_2.627412||full	0.840	0.127	0.840	dsDNAphage	5090	0	11.100	0.000
Bacteria_NZ_CP063373_77_length_5014_cov_2.935269||full	0.847	0.000	0.847	dsDNAphage	5012	1	20.000	0.000
Bacteria_NZ_CP063373_124_length_4484_cov_2.452021||full	0.620	0.053	0.620	dsDNAphage	4483	0	16.700	0.000
Bacteria_NZ_CP063373_136_length_4401_cov_3.164519||full	0.527	0.007	0.527	dsDNAphage	4286	0	28.600	14.300
Bacteria_NZ_CP063373_158_length_4243_cov_2.420487||full	0.547	0.020	0.547	dsDNAphage	4242	0	12.500	0.000
Bacteria_NZ_CP063373_161_length_4220_cov_2.061465||full	0.833	0.353	0.833	dsDNAphage	4216	0	66.700	0.000
Bacteria_NZ_CP063373_169_length_4174_cov_2.461520||full	0.900	0.220	0.900	dsDNAphage	4172	2	40.000	0.000
Bacteria_NZ_CP063373_232_length_3757_cov_2.561858||full	0.607	0.280	0.607	dsDNAphage	3618	0	66.700	0.000
Bacteria_NZ_CP063373_247_length_3703_cov_3.049068||full	0.660	0.133	0.660	dsDNAphage	3612	0	16.700	0.000
Bacteria_NZ_CP063373_356_length_3262_cov_2.816651||full	0.840	0.293	0.840	dsDNAphage	3260	1	20.000	0.000
Bacteria_NZ_CP063373_424_length_3078_cov_2.450877||full	0.500	0.247	0.500	dsDNAphage	3077	0	25.000	0.000
Bacteria_NZ_CP063373_485_length_2958_cov_2.131932||full	0.580	0.413	0.580	dsDNAphage	2917	0	100.000	0.000
Bacteria_NZ_CP063373_559_length_2778_cov_2.677929||full	0.527	0.033	0.527	dsDNAphage	2776	0	20.000	0.000
Bacteria_NZ_CP063373_676_length_2559_cov_2.881789||full	0.580	0.340	0.580	dsDNAphage	2558	0	33.300	0.000
Bacteria_NZ_CP063373_751_length_2457_cov_2.663614||full	0.667	0.313	0.667	dsDNAphage	2455	0	25.000	0.000
Bacteria_NZ_CP063373_763_length_2437_cov_2.518892||full	0.567	0.047	0.567	dsDNAphage	2437	0	20.000	0.000
Bacteria_NZ_CP063373_852_length_2303_cov_2.201512||full	0.593	0.347	0.593	dsDNAphage	2300	0	20.000	0.000
Bacteria_NZ_CP063373_999_length_2114_cov_2.705197||full	0.587	0.240	0.587	dsDNAphage	2110	0	33.300	0.000
Bacteria_NZ_CP063373_1099_length_2027_cov_1.812880||full	0.913	0.333	0.913	dsDNAphage	2025	0	66.700	0.000
Bacteria_NZ_CP063373_1115_length_2011_cov_2.432515||full	0.853	0.413	0.853	dsDNAphage	2009	0	66.700	0.000
Bacteria_NZ_CP063373_1175_length_1950_cov_2.201583||full	0.620	0.527	0.620	dsDNAphage	1518	0	50.000	0.000
Bacteria_NZ_CP063373_1224_length_1908_cov_1.631948||full	0.707	0.113	0.707	dsDNAphage	1743	0	33.300	0.000
Bacteria_NZ_CP063373_1239_length_1897_cov_3.033116||full	0.700	0.367	0.700	dsDNAphage	1893	0	20.000	0.000
Bacteria_NZ_CP063373_1246_length_1891_cov_2.184096||full	0.933	0.373	0.933	dsDNAphage	1841	1	25.000	0.000
Bacteria_NZ_CP063373_1267_length_1871_cov_2.160242||full	0.627	0.140	0.627	dsDNAphage	1850	0	33.300	0.000
Bacteria_NZ_CP063373_1300_length_1848_cov_2.298383||full	0.527	0.280	0.527	dsDNAphage	1719	0	50.000	0.000
Bacteria_NZ_CP063373_1302_length_1847_cov_1.718192||full	0.327	0.760	0.760	ssDNA	1804	0	50.000	0.000
Bacteria_NZ_CP063373_1309_length_1843_cov_2.571029||full	0.927	0.340	0.927	dsDNAphage	1754	0	100.000	0.000
Bacteria_NZ_CP063373_1369_length_1795_cov_3.094253||full	0.893	0.227	0.893	dsDNAphage	1795	1	33.300	0.000
Bacteria_NZ_CP063373_1439_length_1742_cov_2.866034||full	0.500	0.073	0.500	dsDNAphage	1676	0	33.300	0.000
Bacteria_NZ_CP063373_1445_length_1734_cov_2.353782||full	0.787	0.120	0.787	dsDNAphage	1657	0	33.300	0.000
Bacteria_NZ_CP063373_1458_length_1725_cov_1.992216||full	0.773	0.373	0.773	dsDNAphage	1724	0	25.000	0.000
Bacteria_NZ_CP063373_1557_length_1660_cov_2.132087||full	0.513	0.307	0.513	dsDNAphage	1514	0	50.000	0.000
Bacteria_NZ_CP063373_1599_length_1624_cov_1.794136||full	0.633	0.060	0.633	dsDNAphage	1587	0	25.000	0.000
Bacteria_NZ_CP063373_1691_length_1558_cov_1.654025||full	0.507	0.180	0.507	dsDNAphage	1538	0	50.000	0.000
Bacteria_NZ_CP063373_1900_length_1408_cov_2.390983||full	0.940	0.453	0.940	dsDNAphage	1366	1	50.000	0.000
Bacteria_NZ_CP063373_1922_length_1392_cov_1.664921||full	0.473	0.600	0.600	ssDNA	1331	0	50.000	0.000
Bacteria_NZ_CP063373_2010_length_1324_cov_1.783294||full	0.920	0.340	0.920	dsDNAphage	1208	1	50.000	0.000
Bacteria_NZ_CP063373_2026_length_1315_cov_2.864286||full	0.800	0.573	0.800	dsDNAphage	1314	0	66.700	0.000
Bacteria_NZ_CP063373_2043_length_1301_cov_2.371589||full	0.553	0.193	0.553	dsDNAphage	1297	0	33.300	0.000
Bacteria_NZ_CP063373_2153_length_1220_cov_2.965665||full	0.560	0.233	0.560	dsDNAphage	1219	0	33.300	0.000
Bacteria_NZ_CP063373_2165_length_1212_cov_2.663786||full	0.553	0.273	0.553	dsDNAphage	1132	0	50.000	0.000
Bacteria_NZ_CP063373_2359_length_1088_cov_2.449177||full	0.587	0.153	0.587	dsDNAphage	1087	0	33.300	0.000
