seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Bacteria_NZ_CP030048_38_length_49200_cov_5.613816||0_partial	0.973	0.007	0.973	dsDNAphage	17384	5	38.500	3.800
Bacteria_NZ_CP033364_9_length_10060_cov_2.685657||full	0.987	0.047	0.987	dsDNAphage	9851	6	69.200	7.700
Bacteria_NZ_CP033364_26_length_8346_cov_3.457605||full	0.920	0.020	0.920	dsDNAphage	8343	0	37.500	6.200
Bacteria_NZ_CP033364_262_length_4480_cov_2.508927||full	0.753	0.120	0.753	dsDNAphage	4478	0	33.300	0.000
Bacteria_NZ_CP033364_365_length_3852_cov_2.708981||full	0.987	0.507	0.987	dsDNAphage	3620	1	66.700	0.000
Bacteria_NZ_CP033364_400_length_3684_cov_2.621108||full	0.867	0.913	0.913	ssDNA	3683	0	60.000	0.000
Bacteria_NZ_CP033364_472_length_3376_cov_2.937970||full	0.780	0.347	0.780	dsDNAphage	3372	0	25.000	0.000
Bacteria_NZ_CP033364_518_length_3212_cov_2.592651||full	0.707	0.627	0.707	dsDNAphage	3042	0	50.000	0.000
Bacteria_NZ_CP033364_558_length_3083_cov_2.669749||full	0.993	0.980	0.993	dsDNAphage	3080	2	75.000	0.000
Bacteria_NZ_CP033364_566_length_3055_cov_1.924667||full	0.767	0.660	0.767	dsDNAphage	3052	0	50.000	0.000
Bacteria_NZ_CP033364_601_length_2955_cov_2.583448||full	0.720	0.060	0.720	dsDNAphage	2439	1	50.000	0.000
Bacteria_NZ_CP033364_645_length_2830_cov_2.873874||full	0.780	0.033	0.780	dsDNAphage	2706	1	25.000	0.000
Bacteria_NZ_CP033364_760_length_2525_cov_3.193117||full	0.640	0.460	0.640	dsDNAphage	2491	0	50.000	0.000
Bacteria_NZ_CP033364_773_length_2501_cov_2.873671||full	0.547	0.033	0.547	dsDNAphage	2355	0	50.000	25.000
Bacteria_NZ_CP033364_828_length_2381_cov_2.496561||full	0.440	0.780	0.780	ssDNA	2353	0	33.300	0.000
Bacteria_NZ_CP033364_908_length_2222_cov_2.690817||full	0.693	0.680	0.693	dsDNAphage	2221	0	33.300	0.000
Bacteria_NZ_CP033364_1015_length_2040_cov_2.661461||full	0.567	0.333	0.567	dsDNAphage	1920	0	50.000	0.000
Bacteria_NZ_CP033364_1066_length_1975_cov_1.496875||full	0.673	0.067	0.673	dsDNAphage	1975	0	50.000	25.000
Bacteria_NZ_CP033364_1084_length_1948_cov_2.903856||full	0.847	0.127	0.847	dsDNAphage	1948	0	16.700	0.000
Bacteria_NZ_CP033364_1095_length_1935_cov_2.429787||full	0.400	0.700	0.700	ssDNA	1932	0	33.300	0.000
Bacteria_NZ_CP033364_1135_length_1873_cov_2.979648||full	0.713	0.473	0.713	dsDNAphage	1837	0	100.000	0.000
Bacteria_NZ_CP033364_1172_length_1815_cov_3.048295||full	0.820	0.227	0.820	dsDNAphage	1750	0	33.300	0.000
Bacteria_NZ_CP033364_1173_length_1814_cov_3.413303||full	0.853	0.953	0.953	ssDNA	1659	0	33.300	0.000
Bacteria_NZ_CP033364_1175_length_1814_cov_2.549176||full	0.640	0.613	0.640	dsDNAphage	1738	0	25.000	0.000
Bacteria_NZ_CP033364_1199_length_1780_cov_2.827246||full	0.740	0.593	0.740	dsDNAphage	1778	0	20.000	0.000
Bacteria_NZ_CP033364_1204_length_1774_cov_2.289122||full	0.393	0.600	0.600	ssDNA	1748	0	50.000	0.000
Bacteria_NZ_CP033364_1219_length_1755_cov_2.945882||full	0.627	0.053	0.627	dsDNAphage	1712	0	66.700	33.300
Bacteria_NZ_CP033364_1224_length_1747_cov_1.625887||full	0.760	0.427	0.760	dsDNAphage	1747	0	20.000	0.000
Bacteria_NZ_CP033364_1239_length_1722_cov_2.359328||full	0.853	0.373	0.853	dsDNAphage	1496	0	100.000	0.000
Bacteria_NZ_CP033364_1313_length_1602_cov_2.210084||full	0.780	0.960	0.960	ssDNA	1599	0	66.700	0.000
Bacteria_NZ_CP033364_1333_length_1572_cov_3.110745||full	0.547	0.973	0.973	ssDNA	1570	0	33.300	0.000
Bacteria_NZ_CP033364_1342_length_1553_cov_2.399866||full	0.960	0.473	0.960	dsDNAphage	1549	0	25.000	0.000
Bacteria_NZ_CP033364_1348_length_1544_cov_1.713230||full	0.780	0.847	0.847	ssDNA	1542	0	25.000	0.000
Bacteria_NZ_CP033364_1421_length_1444_cov_1.912167||full	0.620	0.927	0.927	ssDNA	1360	0	33.300	0.000
Bacteria_NZ_CP033364_1569_length_1246_cov_2.879933||full	0.640	0.933	0.933	ssDNA	1167	0	33.300	0.000
Bacteria_NZ_CP033364_1572_length_1244_cov_2.277544||full	0.607	0.093	0.607	dsDNAphage	1242	0	33.300	0.000
Bacteria_NZ_CP033364_1575_length_1242_cov_2.398484||full	0.533	0.747	0.747	ssDNA	1240	0	66.700	0.000
Bacteria_NZ_CP033364_1585_length_1226_cov_1.935952||full	0.900	0.953	0.953	ssDNA	1009	0	100.000	0.000
Bacteria_NZ_CP033364_1702_length_1096_cov_2.440922||full	0.667	0.940	0.940	ssDNA	950	0	33.300	0.000
Bacteria_NZ_CP033364_1764_length_1035_cov_2.291837||full	0.827	0.867	0.867	ssDNA	944	0	50.000	0.000
Bacteria_NZ_CP039143_2_length_287843_cov_70.458914||0_partial	0.953	0.000	0.953	dsDNAphage	76245	6	36.200	14.900
Bacteria_NZ_CP039143_28_length_1840_cov_428.683473||full	0.660	0.953	0.953	ssDNA	1808	0	50.000	0.000
Bacteria_NZ_CP045492_3_length_444447_cov_10.841086||0_partial	0.953	0.007	0.953	dsDNAphage	73397	8	35.400	22.200
Bacteria_NZ_CP045492_3_length_444447_cov_10.841086||1_partial	0.940	0.007	0.940	dsDNAphage	32142	10	31.000	33.300
Bacteria_NZ_CP045492_3_length_444447_cov_10.841086||2_partial	0.940	0.000	0.940	dsDNAphage	11058	1	19.000	9.500
Bacteria_NZ_CP045492_4_length_360050_cov_10.748791||0_partial	0.953	0.000	0.953	dsDNAphage	113455	10	26.200	17.700
Bacteria_NZ_CP062165_2_length_871289_cov_24.650437||0_partial	0.960	0.000	0.960	dsDNAphage	13574	1	13.000	17.400
Bacteria_NZ_CP062165_17_length_133695_cov_37.814629||full	0.920	0.000	0.920	dsDNAphage	133545	24	45.300	20.800
Bacteria_NZ_CP062165_20_length_86839_cov_24.481621||0_partial	0.933	0.007	0.933	dsDNAphage	12656	1	38.900	33.300
Bacteria_NZ_CP063373_2_length_345688_cov_7.241233||0_partial	0.913	0.000	0.913	dsDNAphage	58460	5	19.600	7.100
Bacteria_NZ_CP063373_2_length_345688_cov_7.241233||1_partial	0.800	0.000	0.800	dsDNAphage	36733	4	20.600	32.400
Bacteria_NZ_CP063373_2_length_345688_cov_7.241233||2_partial	0.887	0.007	0.887	dsDNAphage	18662	1	12.900	6.500
Bacteria_NZ_CP063373_143_length_8424_cov_7.249970||full	0.580	0.000	0.580	dsDNAphage	8201	1	40.000	20.000
Bacteria_NZ_CP063374_102_length_11621_cov_3.977780||full	0.913	0.000	0.913	dsDNAphage	11619	1	21.400	0.000
Bacteria_NZ_CP063374_256_length_7956_cov_3.624478||full	0.600	0.007	0.600	dsDNAphage	7868	1	28.600	0.000
Bacteria_NZ_CP063374_536_length_4750_cov_3.801278||full	0.873	0.080	0.873	dsDNAphage	4748	0	57.100	0.000
Bacteria_NZ_CP063374_752_length_3379_cov_2.867028||full	0.593	0.133	0.593	dsDNAphage	3301	0	50.000	0.000
Bacteria_NZ_CP063374_753_length_3374_cov_3.325098||full	0.587	0.307	0.587	dsDNAphage	3372	0	20.000	0.000
Bacteria_NZ_CP063374_763_length_3329_cov_5.513745||full	0.660	0.220	0.660	dsDNAphage	2247	0	50.000	0.000
Bacteria_NZ_CP063374_847_length_2965_cov_3.428522||full	0.907	0.420	0.907	dsDNAphage	2526	0	100.000	0.000
Bacteria_NZ_CP063374_913_length_2670_cov_3.912428||full	0.573	0.093	0.573	dsDNAphage	2579	1	50.000	0.000
Bacteria_NZ_CP063374_931_length_2600_cov_2.608644||full	0.653	0.507	0.653	dsDNAphage	2229	0	100.000	0.000
Bacteria_NZ_CP063374_988_length_2338_cov_3.814717||full	0.667	0.373	0.667	dsDNAphage	1861	0	50.000	0.000
Bacteria_NZ_CP063374_1040_length_2131_cov_4.932563||full	0.333	0.907	0.907	ssDNA	2130	0	50.000	0.000
Bacteria_NZ_CP063374_1126_length_1757_cov_4.491187||full	0.647	0.207	0.647	dsDNAphage	1466	0	50.000	0.000
Bacteria_NZ_CP063374_1179_length_1535_cov_4.281757||full	0.627	0.400	0.627	dsDNAphage	1495	0	50.000	0.000
Prophage_NZ_CP063427_12_length_8533_cov_3.038570||full	0.967	0.360	0.967	dsDNAphage	8532	0	62.500	0.000
Bacteria_NZ_CP063427_93_length_5357_cov_3.713504||full	0.540	0.300	0.540	dsDNAphage	5357	0	33.300	0.000
Prophage_NZ_CP063427_165_length_4301_cov_2.963495||full	0.993	0.040	0.993	dsDNAphage	4023	4	75.000	12.500
Bacteria_NZ_CP063427_206_length_3899_cov_3.242976||full	1.000	0.940	1.000	dsDNAphage	3895	2	83.300	0.000
Bacteria_NZ_CP063427_233_length_3736_cov_3.168704||full	0.560	0.433	0.560	dsDNAphage	3735	0	33.300	0.000
Bacteria_NZ_CP063427_253_length_3665_cov_2.650139||full	0.547	0.027	0.547	dsDNAphage	3596	0	25.000	0.000
Bacteria_NZ_CP063427_312_length_3381_cov_2.628683||full	0.920	0.020	0.920	dsDNAphage	3128	1	40.000	20.000
Bacteria_NZ_CP063427_333_length_3270_cov_2.046656||full	0.947	0.020	0.947	dsDNAphage	3267	1	50.000	25.000
Bacteria_NZ_CP063427_349_length_3192_cov_2.666242||full	0.927	0.153	0.927	dsDNAphage	2569	2	40.000	0.000
Bacteria_NZ_CP063427_390_length_3020_cov_2.863406||full	0.953	0.853	0.953	dsDNAphage	2999	0	14.300	0.000
Bacteria_NZ_CP063427_449_length_2825_cov_2.168592||full	0.880	0.600	0.880	dsDNAphage	2745	0	50.000	0.000
Bacteria_NZ_CP063427_464_length_2786_cov_2.780666||full	0.527	0.027	0.527	dsDNAphage	2783	0	50.000	25.000
Bacteria_NZ_CP063427_481_length_2728_cov_4.116349||full	0.447	0.933	0.933	ssDNA	2727	0	66.700	0.000
Prophage_NZ_CP063427_482_length_2725_cov_2.388015||full	0.967	0.467	0.967	dsDNAphage	2622	1	25.000	0.000
Prophage_NZ_CP063427_519_length_2628_cov_3.012048||full	1.000	1.000	1.000	dsDNAphage	2625	5	100.000	0.000
Prophage_NZ_CP063427_613_length_2391_cov_3.270976||full	0.960	0.033	0.960	dsDNAphage	2388	2	60.000	20.000
Bacteria_NZ_CP063427_621_length_2375_cov_3.268534||full	0.973	0.987	0.987	ssDNA	2375	0	40.000	0.000
Bacteria_NZ_CP063427_664_length_2274_cov_2.502479||full	0.633	0.947	0.947	ssDNA	2273	0	33.300	0.000
Bacteria_NZ_CP063427_672_length_2258_cov_4.132093||full	0.633	0.767	0.767	ssDNA	2256	0	50.000	0.000
Prophage_NZ_CP063427_731_length_2139_cov_2.241363||full	1.000	0.980	1.000	dsDNAphage	2137	4	100.000	0.000
Bacteria_NZ_CP063427_735_length_2128_cov_2.095996||full	0.880	0.980	0.980	ssDNA	2125	0	75.000	0.000
Bacteria_NZ_CP063427_741_length_2114_cov_2.839728||full	0.720	0.953	0.953	ssDNA	1888	0	50.000	0.000
Bacteria_NZ_CP063427_745_length_2108_cov_2.830492||full	0.740	0.067	0.740	dsDNAphage	2105	1	25.000	0.000
Bacteria_NZ_CP063427_784_length_2035_cov_3.031818||full	0.980	0.967	0.980	dsDNAphage	2033	2	66.700	0.000
Bacteria_NZ_CP063427_785_length_2035_cov_1.624242||full	0.593	0.287	0.593	dsDNAphage	2033	0	66.700	0.000
Bacteria_NZ_CP063427_812_length_1979_cov_2.788981||full	0.960	1.000	1.000	ssDNA	1879	0	66.700	0.000
Bacteria_NZ_CP063427_876_length_1879_cov_2.648575||full	0.320	0.907	0.907	ssDNA	1369	0	50.000	0.000
Bacteria_NZ_CP063427_926_length_1795_cov_3.286207||full	0.733	0.820	0.820	ssDNA	1681	0	50.000	0.000
Bacteria_NZ_CP063427_933_length_1779_cov_2.174594||full	0.980	0.993	0.993	ssDNA	1133	0	50.000	0.000
Bacteria_NZ_CP063427_962_length_1739_cov_3.874703||full	0.887	0.940	0.940	ssDNA	1409	0	25.000	0.000
Bacteria_NZ_CP063427_965_length_1734_cov_3.011316||full	0.380	0.927	0.927	ssDNA	1623	0	33.300	0.000
Bacteria_NZ_CP063427_1077_length_1555_cov_3.349333||full	0.353	0.987	0.987	ssDNA	1552	0	33.300	0.000
Bacteria_NZ_CP063427_1099_length_1512_cov_2.779684||full	0.500	0.113	0.500	dsDNAphage	968	0	50.000	0.000
Bacteria_NZ_CP063427_1166_length_1407_cov_2.443047||full	0.680	0.967	0.967	ssDNA	1406	0	40.000	0.000
Bacteria_NZ_CP063427_1175_length_1401_cov_2.117385||full	0.540	0.033	0.540	dsDNAphage	1400	0	66.700	33.300
Bacteria_NZ_CP063427_1186_length_1374_cov_2.868082||full	0.527	0.220	0.527	dsDNAphage	1372	0	33.300	0.000
Bacteria_NZ_CP063427_1197_length_1357_cov_3.814900||full	0.767	0.907	0.907	ssDNA	1303	0	33.300	0.000
Bacteria_NZ_CP063427_1198_length_1357_cov_1.556836||full	0.927	1.000	1.000	ssDNA	1353	0	66.700	0.000
Bacteria_NZ_CP063427_1211_length_1333_cov_2.466354||full	0.787	0.987	0.987	ssDNA	1319	0	100.000	0.000
Bacteria_NZ_CP063427_1218_length_1326_cov_2.988985||full	0.787	0.973	0.973	ssDNA	1275	0	50.000	0.000
Bacteria_NZ_CP063427_1222_length_1318_cov_2.003167||full	0.527	0.987	0.987	ssDNA	1028	0	50.000	0.000
Bacteria_NZ_CP063427_1228_length_1307_cov_2.632588||full	0.513	0.200	0.513	dsDNAphage	1305	0	33.300	0.000
Bacteria_NZ_CP063427_1251_length_1268_cov_2.985985||full	0.507	0.920	0.920	ssDNA	759	0	50.000	0.000
Bacteria_NZ_CP063427_1271_length_1237_cov_1.992386||full	0.573	0.993	0.993	ssDNA	1160	0	100.000	0.000
Prophage_NZ_CP063427_1324_length_1148_cov_2.858188||full	1.000	0.953	1.000	dsDNAphage	1112	1	50.000	0.000
Bacteria_NZ_CP063427_1374_length_1091_cov_1.720077||full	0.853	0.980	0.980	ssDNA	1090	0	66.700	0.000
Bacteria_NZ_CP063427_1394_length_1067_cov_2.278656||full	1.000	1.000	1.000	dsDNAphage	1061	2	100.000	0.000
Bacteria_NZ_CP056284_75_length_16361_cov_4.978229||full	1.000	0.027	1.000	dsDNAphage	16360	9	81.000	9.500
Bacteria_NZ_CP056284_78_length_15907_cov_4.456788||full	0.993	0.000	0.993	dsDNAphage	15791	1	53.800	11.500
Bacteria_NZ_CP056284_82_length_15754_cov_4.973501||full	0.953	0.000	0.953	dsDNAphage	15750	1	45.500	18.200
Bacteria_NZ_CP056284_94_length_14542_cov_4.784704||full	0.940	0.020	0.940	dsDNAphage	14524	0	58.600	10.300
Bacteria_NZ_CP056284_99_length_14188_cov_5.565414||full	0.953	0.020	0.953	dsDNAphage	14188	6	57.100	4.800
Bacteria_NZ_CP056284_112_length_13168_cov_4.943567||full	1.000	0.007	1.000	dsDNAphage	13164	2	55.000	10.000
Bacteria_NZ_CP056284_122_length_12083_cov_9.196541||full	1.000	0.367	1.000	dsDNAphage	12058	13	94.100	0.000
Bacteria_NZ_CP056284_124_length_11927_cov_4.588275||full	1.000	0.347	1.000	dsDNAphage	11715	5	80.000	0.000
Bacteria_NZ_CP056284_139_length_11122_cov_4.979308||full	1.000	0.373	1.000	dsDNAphage	11120	3	70.000	0.000
Bacteria_NZ_CP056284_142_length_11035_cov_4.475774||full	1.000	0.007	1.000	dsDNAphage	11034	7	57.100	7.100
Bacteria_NZ_CP056284_149_length_10530_cov_3.958854||full	0.993	0.033	0.993	dsDNAphage	10530	6	60.000	20.000
Bacteria_NZ_CP056284_177_length_9263_cov_3.845460||full	0.993	0.807	0.993	dsDNAphage	9263	7	76.900	0.000
Bacteria_NZ_CP056284_181_length_9062_cov_4.161208||full	1.000	0.033	1.000	dsDNAphage	9005	1	78.600	7.100
Bacteria_NZ_CP056284_194_length_8528_cov_5.193438||full	0.953	0.013	0.953	dsDNAphage	8525	3	41.700	25.000
Bacteria_NZ_CP056284_207_length_8097_cov_4.296692||full	0.927	0.660	0.927	dsDNAphage	8095	0	83.300	0.000
Bacteria_NZ_CP056284_210_length_8083_cov_8.050698||full	1.000	0.040	1.000	dsDNAphage	8079	4	75.000	8.300
Bacteria_NZ_CP056284_221_length_7728_cov_6.744559||full	1.000	0.027	1.000	dsDNAphage	7698	7	90.000	10.000
Bacteria_NZ_CP056284_239_length_7067_cov_4.250856||full	1.000	0.513	1.000	dsDNAphage	6763	3	66.700	0.000
Bacteria_NZ_CP056284_253_length_6820_cov_4.396600||full	0.980	0.247	0.980	dsDNAphage	6757	0	69.200	0.000
Bacteria_NZ_CP056284_256_length_6789_cov_4.507871||full	0.980	0.067	0.980	dsDNAphage	6489	2	75.000	12.500
Bacteria_NZ_CP056284_268_length_6532_cov_4.188359||full	1.000	0.593	1.000	dsDNAphage	6529	5	100.000	0.000
Bacteria_NZ_CP056284_277_length_6349_cov_3.980299||full	0.887	0.093	0.887	dsDNAphage	6317	0	33.300	8.300
Bacteria_NZ_CP056284_279_length_6250_cov_33.360452||full	0.813	0.020	0.813	dsDNAphage	6222	1	50.000	37.500
Bacteria_NZ_CP056284_285_length_6086_cov_4.653623||full	1.000	0.673	1.000	dsDNAphage	5892	4	100.000	0.000
Bacteria_NZ_CP056284_291_length_6014_cov_3.608659||full	1.000	0.040	1.000	dsDNAphage	6011	4	85.700	14.300
Bacteria_NZ_CP056284_299_length_5807_cov_4.306502||full	0.993	0.193	0.993	dsDNAphage	5723	1	58.300	0.000
