seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
Phage_NC_049502_1_length_156070_cov_13.174015||full	1.000	0.173	1.000	dsDNAphage	153876	42	94.200	0.000
Phage_NC_049506_1_length_140351_cov_7.081414||full	1.000	0.173	1.000	dsDNAphage	139543	40	92.100	0.000
Phage_NC_049506_2_length_17691_cov_7.170617||full	1.000	0.173	1.000	dsDNAphage	16288	3	92.000	0.000
Phage_NC_049815_1_length_50992_cov_15.437069||full	1.000	0.347	1.000	dsDNAphage	50988	17	79.300	0.000
Phage_NC_049816_1_length_51081_cov_26.454592||full	1.000	0.320	1.000	dsDNAphage	51078	16	76.700	0.000
Phage_NC_049818_1_length_51594_cov_16.178021||full	0.993	0.353	0.993	dsDNAphage	51594	15	81.200	0.000
Phage_NC_049823_1_length_50948_cov_24.271098||full	1.000	0.267	1.000	dsDNAphage	50947	15	82.100	0.000
Phage_NC_049825_1_length_49492_cov_31.158404||full	1.000	0.707	1.000	dsDNAphage	49149	15	80.500	0.000
Phage_NC_049826_1_length_51592_cov_12.736403||full	1.000	0.287	1.000	dsDNAphage	51590	15	80.500	0.000
Phage_NC_049832_1_length_49990_cov_12.069971||full	1.000	0.140	1.000	dsDNAphage	49768	15	94.700	0.000
Phage_NC_049835_1_length_54409_cov_70.060014||full	0.987	0.273	0.987	dsDNAphage	54405	16	68.600	0.000
Phage_NC_049836_1_length_51448_cov_19.830852||full	0.993	0.267	0.993	dsDNAphage	51407	16	73.100	0.000
Phage_NC_049852_1_length_51635_cov_33.607096||full	1.000	0.253	1.000	dsDNAphage	51576	15	84.000	0.000
Phage_NC_049918_1_length_61966_cov_29.780927||full	0.993	0.013	0.993	dsDNAphage	61654	7	71.800	7.700
Phage_NC_049919_1_length_40031_cov_15.738043||full	1.000	0.007	1.000	dsDNAphage	39812	6	72.100	7.000
Phage_NC_049919_2_length_21439_cov_15.732136||full	0.987	0.027	0.987	dsDNAphage	21273	1	82.900	2.900
Phage_NC_049932_1_length_17954_cov_57.705682||full	1.000	0.167	1.000	dsDNAphage	17492	4	42.300	0.000
Phage_NC_049936_1_length_18159_cov_16.998951||full	1.000	0.193	1.000	dsDNAphage	18013	4	48.100	0.000
Phage_NC_049938_1_length_17834_cov_10.976264||full	1.000	0.193	1.000	dsDNAphage	17639	4	52.000	0.000
Phage_NC_049939_1_length_18813_cov_90.305363||full	1.000	0.193	1.000	dsDNAphage	18497	4	46.400	0.000
Phage_NC_049960_1_length_21675_cov_82.927706||full	1.000	0.053	1.000	dsDNAphage	20889	3	43.800	0.000
Phage_NC_049962_1_length_27182_cov_65.953773||full	1.000	0.173	1.000	dsDNAphage	26539	5	42.200	0.000
Phage_NC_049964_1_length_25856_cov_11.036394||full	1.000	0.073	1.000	dsDNAphage	25350	5	41.900	0.000
Phage_NC_049969_1_length_26813_cov_17.369273||full	1.000	0.060	1.000	dsDNAphage	26442	4	41.300	0.000
Phage_NC_049971_1_length_18094_cov_12.806142||full	0.993	0.020	0.993	dsDNAphage	17848	4	46.200	0.000
Phage_NC_049972_1_length_18921_cov_85.877929||full	1.000	0.040	1.000	dsDNAphage	18744	4	42.900	0.000
Phage_NC_049975_1_length_18359_cov_201.544690||full	1.000	0.080	1.000	dsDNAphage	17917	5	62.500	0.000
Phage_NC_049976_1_length_18708_cov_16.703747||full	1.000	0.093	1.000	dsDNAphage	18292	5	60.000	0.000
Phage_NC_049977_1_length_29923_cov_4.210895||full	1.000	0.653	1.000	dsDNAphage	29471	8	93.500	0.000
Phage_NC_049977_2_length_18544_cov_3.905133||full	1.000	0.140	1.000	dsDNAphage	18541	1	53.600	0.000
Phage_NC_049977_3_length_16329_cov_4.680533||full	0.993	0.673	0.993	dsDNAphage	16327	4	100.000	0.000
Phage_NC_049977_4_length_10910_cov_4.079226||full	0.987	0.953	0.987	dsDNAphage	10910	2	100.000	0.000
Phage_NC_049977_5_length_6818_cov_4.622653||full	0.947	0.887	0.947	dsDNAphage	6816	0	72.700	0.000
Phage_NC_049977_6_length_5517_cov_4.344929||full	0.933	0.953	0.953	ssDNA	4579	0	50.000	0.000
Phage_NC_049977_7_length_3341_cov_2.748935||full	0.567	0.887	0.887	ssDNA	2583	0	50.000	0.000
Phage_NC_049977_8_length_3324_cov_4.610278||full	0.907	0.840	0.907	dsDNAphage	3322	0	100.000	0.000
Phage_NC_049977_9_length_3237_cov_3.409805||full	0.627	0.973	0.973	ssDNA	2635	0	25.000	0.000
Phage_NC_050143_1_length_60709_cov_10.454034||full	1.000	0.300	1.000	dsDNAphage	60707	24	98.900	0.000
Phage_NC_050145_1_length_65442_cov_9.834004||full	1.000	0.293	1.000	dsDNAphage	65439	26	96.700	0.000
Bacteria_NZ_CP056773_260_length_4594_cov_2.785415||full	0.840	0.067	0.840	dsDNAphage	4355	1	33.300	0.000
Bacteria_NZ_CP056773_448_length_3650_cov_3.021975||full	0.647	0.253	0.647	dsDNAphage	3466	0	66.700	0.000
Bacteria_NZ_CP056773_687_length_2829_cov_3.068854||full	0.567	0.053	0.567	dsDNAphage	2825	1	25.000	0.000
Bacteria_NZ_CP056773_733_length_2707_cov_2.550905||full	0.820	0.227	0.820	dsDNAphage	2681	0	33.300	0.000
Bacteria_NZ_CP056773_781_length_2595_cov_2.276772||full	0.567	0.053	0.567	dsDNAphage	2592	1	25.000	0.000
Bacteria_NZ_CP056773_929_length_2247_cov_3.683394||full	0.720	0.207	0.720	dsDNAphage	2193	0	33.300	0.000
Bacteria_NZ_CP056773_933_length_2243_cov_2.864260||full	0.553	0.000	0.553	dsDNAphage	2240	0	50.000	25.000
Bacteria_NZ_CP056773_955_length_2210_cov_2.485383||full	0.507	0.033	0.507	dsDNAphage	1562	1	50.000	0.000
Bacteria_NZ_CP056773_1000_length_2110_cov_2.874939||full	0.740	0.373	0.740	dsDNAphage	1994	0	100.000	0.000
Bacteria_NZ_CP056773_1028_length_2063_cov_2.162849||full	0.767	0.147	0.767	dsDNAphage	2011	0	33.300	0.000
Bacteria_NZ_CP056773_1038_length_2046_cov_1.911602||full	0.673	0.300	0.673	dsDNAphage	1689	0	50.000	0.000
Bacteria_NZ_CP056773_1051_length_2024_cov_3.101067||full	0.533	0.147	0.533	dsDNAphage	1739	0	50.000	0.000
Bacteria_NZ_CP056773_1074_length_1993_cov_3.188854||full	0.653	0.207	0.653	dsDNAphage	1866	0	100.000	0.000
Bacteria_NZ_CP056773_1079_length_1987_cov_2.712215||full	0.660	0.253	0.660	dsDNAphage	1984	0	33.300	0.000
Bacteria_NZ_CP056773_1082_length_1981_cov_3.332814||full	0.820	0.280	0.820	dsDNAphage	1977	0	50.000	0.000
Bacteria_NZ_CP056773_1197_length_1811_cov_9.522210||full	0.900	0.627	0.900	dsDNAphage	1253	0	100.000	0.000
Bacteria_NZ_CP056773_1213_length_1780_cov_2.242899||full	0.653	0.200	0.653	dsDNAphage	1339	0	50.000	0.000
Bacteria_NZ_CP056773_1226_length_1768_cov_2.137770||full	0.573	0.473	0.573	dsDNAphage	1708	0	100.000	0.000
Bacteria_NZ_CP056773_1234_length_1761_cov_2.275498||full	0.527	0.413	0.527	dsDNAphage	1641	0	50.000	0.000
Bacteria_NZ_CP056773_1347_length_1592_cov_3.711126||full	0.513	0.280	0.513	dsDNAphage	1572	0	50.000	0.000
Bacteria_NZ_CP056773_1409_length_1496_cov_2.385843||full	0.533	0.180	0.533	dsDNAphage	1413	0	33.300	0.000
Bacteria_NZ_CP056773_1432_length_1459_cov_2.589744||full	0.787	0.227	0.787	dsDNAphage	1350	0	33.300	0.000
Bacteria_NZ_CP056773_1435_length_1456_cov_2.812277||full	0.553	0.020	0.553	dsDNAphage	1454	0	25.000	0.000
Bacteria_NZ_CP056773_1552_length_1297_cov_2.135266||full	0.567	0.053	0.567	dsDNAphage	1297	0	33.300	0.000
Bacteria_NZ_CP056773_1554_length_1297_cov_2.059581||full	0.907	0.527	0.907	dsDNAphage	1297	0	66.700	0.000
Bacteria_NZ_CP056773_1708_length_1088_cov_1.619555||full	0.600	0.233	0.600	dsDNAphage	1037	0	50.000	0.000
Prophage_NZ_CP057782_13_length_4213_cov_3.105339||full	0.920	0.967	0.967	ssDNA	3781	0	100.000	0.000
Bacteria_NZ_CP057782_25_length_3579_cov_2.278944||full	0.993	0.887	0.993	dsDNAphage	3578	4	80.000	0.000
Prophage_NZ_CP057782_54_length_2960_cov_2.763511||full	1.000	0.933	1.000	dsDNAphage	2505	3	100.000	0.000
Bacteria_NZ_CP057782_80_length_2726_cov_2.554100||full	0.720	0.880	0.880	ssDNA	2659	0	50.000	0.000
Bacteria_NZ_CP057782_85_length_2696_cov_2.254449||full	0.507	0.853	0.853	ssDNA	1945	0	50.000	0.000
Bacteria_NZ_CP057782_96_length_2643_cov_3.007342||full	1.000	0.987	1.000	dsDNAphage	2639	4	80.000	0.000
Bacteria_NZ_CP057782_101_length_2583_cov_2.258307||full	0.933	0.967	0.967	ssDNA	2324	0	50.000	0.000
Prophage_NZ_CP057782_122_length_2480_cov_2.792990||full	0.987	0.047	0.987	dsDNAphage	2479	3	75.000	25.000
Prophage_NZ_CP057782_165_length_2274_cov_1.878774||full	0.993	0.867	0.993	dsDNAphage	2272	2	100.000	0.000
Prophage_NZ_CP057782_179_length_2196_cov_3.072396||full	0.947	0.227	0.947	dsDNAphage	2142	0	66.700	16.700
Prophage_NZ_CP057782_189_length_2152_cov_1.886505||full	0.960	0.987	0.987	ssDNA	2150	0	60.000	0.000
Bacteria_NZ_CP057782_225_length_2015_cov_2.706633||full	0.747	0.147	0.747	dsDNAphage	2014	0	60.000	20.000
Prophage_NZ_CP057782_260_length_1924_cov_1.857143||full	1.000	1.000	1.000	dsDNAphage	1920	2	100.000	0.000
Bacteria_NZ_CP057782_263_length_1911_cov_2.126616||full	0.940	0.993	0.993	ssDNA	1911	0	100.000	0.000
Prophage_NZ_CP057782_267_length_1906_cov_2.164236||full	0.987	0.913	0.987	dsDNAphage	1905	2	83.300	0.000
Bacteria_NZ_CP057782_360_length_1680_cov_2.241846||full	0.900	0.273	0.900	dsDNAphage	1678	0	60.000	20.000
Bacteria_NZ_CP057782_397_length_1617_cov_2.267606||full	0.627	0.980	0.980	ssDNA	1504	0	50.000	0.000
Prophage_NZ_CP057782_433_length_1554_cov_2.029353||full	0.987	0.987	0.987	dsDNAphage	1136	2	100.000	0.000
Bacteria_NZ_CP057782_446_length_1537_cov_2.371795||full	0.773	0.980	0.980	ssDNA	1439	0	66.700	0.000
Prophage_NZ_CP057782_450_length_1533_cov_2.975643||full	0.920	0.120	0.920	dsDNAphage	1533	0	66.700	33.300
Prophage_NZ_CP057782_510_length_1448_cov_1.525485||full	0.460	0.947	0.947	ssDNA	1448	0	33.300	0.000
Bacteria_NZ_CP057782_538_length_1411_cov_1.804572||full	0.960	0.980	0.980	ssDNA	1410	0	100.000	0.000
Prophage_NZ_CP057782_561_length_1378_cov_1.789116||full	0.773	0.980	0.980	ssDNA	1325	0	50.000	0.000
Bacteria_NZ_CP057782_605_length_1303_cov_1.301282||full	0.247	0.860	0.860	ssDNA	1042	0	50.000	0.000
Bacteria_NZ_CP057782_608_length_1296_cov_2.008864||full	0.660	0.913	0.913	ssDNA	1153	0	50.000	0.000
Bacteria_NZ_CP057782_641_length_1253_cov_2.184474||full	0.693	0.160	0.693	dsDNAphage	1251	0	50.000	25.000
Bacteria_NZ_CP057782_780_length_1094_cov_2.667950||full	0.733	0.993	0.993	ssDNA	1043	0	50.000	0.000
Bacteria_NZ_CP057782_797_length_1078_cov_1.606061||full	0.987	0.980	0.987	dsDNAphage	993	1	66.700	0.000
Bacteria_NZ_CP057782_871_length_1003_cov_1.990506||full	0.760	0.987	0.987	ssDNA	1000	0	33.300	0.000
Prophage_NZ_CP057782_872_length_1002_cov_1.697994||full	1.000	0.947	1.000	dsDNAphage	841	1	100.000	0.000
Bacteria_NZ_CP058259_105_length_3753_cov_2.782856||full	0.647	0.327	0.647	dsDNAphage	3749	0	20.000	0.000
Bacteria_NZ_CP058259_207_length_2868_cov_2.503022||full	0.680	0.767	0.767	ssDNA	2826	0	33.300	0.000
Bacteria_NZ_CP058259_221_length_2777_cov_3.841293||full	0.660	0.080	0.660	dsDNAphage	2773	1	33.300	0.000
Bacteria_NZ_CP058259_232_length_2668_cov_3.353617||full	0.880	0.173	0.880	dsDNAphage	2644	0	33.300	0.000
Bacteria_NZ_CP058259_297_length_2375_cov_2.115086||full	0.880	0.967	0.967	ssDNA	2374	0	66.700	0.000
Bacteria_NZ_CP058259_344_length_2227_cov_2.434162||full	0.300	0.967	0.967	ssDNA	1879	0	33.300	0.000
Bacteria_NZ_CP058259_499_length_1731_cov_1.798329||full	0.547	0.107	0.547	dsDNAphage	1370	0	33.300	0.000
Bacteria_NZ_CP058259_609_length_1485_cov_2.081818||full	0.660	0.513	0.660	dsDNAphage	1449	0	33.300	0.000
Bacteria_NZ_CP058259_650_length_1385_cov_1.841353||full	0.880	0.413	0.880	dsDNAphage	1382	0	66.700	0.000
Bacteria_NZ_CP058259_673_length_1335_cov_1.667188||full	0.913	0.227	0.913	dsDNAphage	1199	0	33.300	0.000
Bacteria_NZ_CP058259_747_length_1141_cov_2.921731||full	0.593	0.253	0.593	dsDNAphage	992	0	33.300	0.000
Bacteria_NZ_CP058349_107_length_3424_cov_2.282873||full	0.420	0.560	0.560	ssDNA	3352	0	33.300	0.000
Bacteria_NZ_CP058349_129_length_3173_cov_4.143040||full	0.740	0.733	0.740	dsDNAphage	3073	0	25.000	0.000
Bacteria_NZ_CP058349_146_length_3041_cov_3.079705||full	0.680	0.987	0.987	ssDNA	3038	0	50.000	0.000
Bacteria_NZ_CP058349_175_length_2878_cov_1.732908||full	0.833	0.887	0.887	ssDNA	2878	0	60.000	0.000
Bacteria_NZ_CP058349_187_length_2811_cov_3.586357||full	0.700	0.880	0.880	ssDNA	2810	0	50.000	0.000
Bacteria_NZ_CP058349_254_length_2510_cov_2.305499||full	0.867	0.447	0.867	dsDNAphage	2510	0	33.300	0.000
Bacteria_NZ_CP058349_259_length_2501_cov_2.071545||full	0.580	0.053	0.580	dsDNAphage	2499	0	20.000	0.000
Bacteria_NZ_CP058349_266_length_2473_cov_2.430521||full	0.407	0.773	0.773	ssDNA	2472	0	33.300	0.000
Bacteria_NZ_CP058349_275_length_2456_cov_2.627655||full	0.667	0.680	0.680	ssDNA	2453	0	25.000	0.000
Bacteria_NZ_CP058349_299_length_2368_cov_2.110246||full	0.547	0.393	0.547	dsDNAphage	2364	0	66.700	0.000
Bacteria_NZ_CP058349_302_length_2357_cov_3.457428||full	0.947	0.307	0.947	dsDNAphage	2356	0	16.700	0.000
Bacteria_NZ_CP058349_319_length_2307_cov_2.198046||full	0.860	0.847	0.860	dsDNAphage	2305	0	25.000	0.000
Bacteria_NZ_CP058349_382_length_2155_cov_2.028571||full	0.493	0.947	0.947	ssDNA	2152	0	33.300	0.000
Bacteria_NZ_CP058349_438_length_1989_cov_2.161841||full	0.853	0.993	0.993	ssDNA	1986	0	66.700	0.000
Bacteria_NZ_CP058349_440_length_1984_cov_2.218248||full	0.767	0.667	0.767	dsDNAphage	1980	0	33.300	0.000
Bacteria_NZ_CP058349_457_length_1931_cov_2.407249||full	0.813	0.553	0.813	dsDNAphage	1845	0	20.000	0.000
Bacteria_NZ_CP058349_543_length_1754_cov_2.178340||full	0.947	0.993	0.993	ssDNA	1552	0	100.000	0.000
Bacteria_NZ_CP058349_619_length_1603_cov_2.846899||full	0.720	0.953	0.953	ssDNA	1600	0	33.300	0.000
Bacteria_NZ_CP058349_631_length_1591_cov_1.828125||full	0.267	0.647	0.647	ssDNA	1186	0	50.000	0.000
Bacteria_NZ_CP058349_706_length_1427_cov_2.893586||full	0.840	1.000	1.000	ssDNA	854	0	100.000	0.000
Bacteria_NZ_CP058349_772_length_1332_cov_2.457322||full	0.647	0.893	0.893	ssDNA	1225	0	50.000	0.000
Bacteria_NZ_CP058349_781_length_1315_cov_2.342063||full	0.560	0.967	0.967	ssDNA	1218	0	50.000	0.000
Bacteria_NZ_CP058349_898_length_1140_cov_2.454378||full	0.467	0.687	0.687	ssDNA	1058	0	50.000	0.000
Bacteria_NZ_CP058556_109_length_5093_cov_2.591902||full	0.967	0.727	0.967	dsDNAphage	4959	0	62.500	0.000
Bacteria_NZ_CP058556_136_length_4739_cov_2.196413||full	0.747	0.013	0.747	dsDNAphage	4738	2	33.300	50.000
Bacteria_NZ_CP058556_154_length_4600_cov_2.551595||full	0.500	0.007	0.500	dsDNAphage	4532	0	20.000	0.000
Bacteria_NZ_CP058556_259_length_3868_cov_3.941516||full	0.633	0.027	0.633	dsDNAphage	3396	1	25.000	0.000
Bacteria_NZ_CP058556_295_length_3703_cov_2.976700||full	0.600	0.007	0.600	dsDNAphage	3702	0	20.000	0.000
Bacteria_NZ_CP058556_388_length_3365_cov_4.727492||full	0.760	0.233	0.760	dsDNAphage	3225	0	40.000	0.000
Bacteria_NZ_CP058556_497_length_3003_cov_2.804613||full	0.887	0.460	0.887	dsDNAphage	2937	3	60.000	0.000
Bacteria_NZ_CP058556_501_length_2996_cov_2.609657||full	0.767	0.367	0.767	dsDNAphage	2871	0	50.000	0.000
Bacteria_NZ_CP058556_521_length_2949_cov_3.261230||full	0.707	0.227	0.707	dsDNAphage	2948	0	66.700	0.000
Bacteria_NZ_CP058556_536_length_2916_cov_3.202027||full	0.907	0.753	0.907	dsDNAphage	2848	0	100.000	0.000
Bacteria_NZ_CP058556_550_length_2896_cov_2.638508||full	0.820	0.067	0.820	dsDNAphage	2894	1	25.000	0.000
Bacteria_NZ_CP058556_567_length_2854_cov_2.431583||full	0.880	0.420	0.880	dsDNAphage	2771	0	100.000	0.000
Bacteria_NZ_CP058556_636_length_2700_cov_3.052930||full	0.787	0.333	0.787	dsDNAphage	2697	0	20.000	0.000
Bacteria_NZ_CP058556_650_length_2675_cov_3.142748||full	0.993	0.973	0.993	dsDNAphage	2672	4	100.000	0.000
Bacteria_NZ_CP058556_681_length_2610_cov_2.403131||full	0.913	0.287	0.913	dsDNAphage	2609	0	40.000	0.000
Bacteria_NZ_CP058556_722_length_2536_cov_1.885933||full	0.773	0.260	0.773	dsDNAphage	2535	0	33.300	0.000
Bacteria_NZ_CP058556_777_length_2428_cov_2.694480||full	0.707	0.240	0.707	dsDNAphage	2425	1	33.300	0.000
Bacteria_NZ_CP058556_792_length_2399_cov_2.261092||full	0.840	0.260	0.840	dsDNAphage	2396	0	33.300	0.000
Bacteria_NZ_CP058556_1008_length_2051_cov_2.352705||full	0.793	0.533	0.793	dsDNAphage	2049	0	66.700	0.000
Bacteria_NZ_CP058556_1009_length_2050_cov_2.965915||full	0.953	0.613	0.953	dsDNAphage	1973	0	80.000	0.000
Bacteria_NZ_CP058556_1030_length_2022_cov_2.346721||full	0.740	0.473	0.740	dsDNAphage	2022	1	66.700	0.000
Bacteria_NZ_CP058556_1093_length_1947_cov_3.327167||full	0.940	0.967	0.967	ssDNA	1947	0	100.000	0.000
Bacteria_NZ_CP058556_1129_length_1909_cov_2.856526||full	0.567	0.187	0.567	dsDNAphage	1563	0	50.000	0.000
Bacteria_NZ_CP058556_1186_length_1852_cov_2.327212||full	0.700	0.193	0.700	dsDNAphage	1817	0	33.300	0.000
Bacteria_NZ_CP058556_1234_length_1803_cov_1.802059||full	0.687	0.160	0.687	dsDNAphage	1801	0	33.300	0.000
Bacteria_NZ_CP058556_1330_length_1693_cov_2.680098||full	0.653	0.353	0.653	dsDNAphage	1523	0	50.000	0.000
Bacteria_NZ_CP058556_1477_length_1531_cov_1.957317||full	0.547	0.280	0.547	dsDNAphage	1523	0	50.000	0.000
Bacteria_NZ_CP058556_1536_length_1469_cov_2.187412||full	0.673	0.060	0.673	dsDNAphage	1469	1	33.300	0.000
Bacteria_NZ_CP058556_1546_length_1457_cov_1.967903||full	0.593	0.167	0.593	dsDNAphage	1172	0	50.000	0.000
Bacteria_NZ_CP058556_1750_length_1274_cov_2.342904||full	0.980	0.993	0.993	ssDNA	1271	0	100.000	0.000
Bacteria_NZ_CP058556_1770_length_1256_cov_2.041632||full	0.933	0.593	0.933	dsDNAphage	1254	0	100.000	0.000
